Date,Mode,Category,Subcategory,Note,Amount,Income/Expense,Currency,_id
2025-03-11,Cash,tourism,Trip,UPI transfer,2790.93,Income,INR,
2024-12-30,Netbanking,grooming,Saloon,Subscription renewal,1405.14,Expense,INR,
5/11/2016,Cash,transportation,auto,Permanent Residence to hospital,30.0,Expense,INR,
2025-06-23,Credit Card,subscription,Edtech Course,Lunch at cafe,2582.3,Expense,INR,
2025-03-19,Netbanking,transportation,auto,UPI transfer,1675.46,Expense,INR,
2025-02-01,Cash,public provident fund,Public Provident Fund,Movie night,4367.68,Expense,INR,
2025-04-07,Credit Card,festivals,Holi,Online course,849.55,Expense,INR,
2025-01-17,Cash,public provident fund,Public Provident Fund,Train ticket,4589.25,Expense,INR,
2025-01-27,Cash,money transfer,Money transfer,Movie night,3210.39,Expense,INR,
15/01/2015 18:23:03,Cash,food,,tea,10.0,Expense,INR,
28/10/2016 07:19:00,Saving Bank account 1,health,Medicine,syrup+tablet+ mortein refill,221.0,Expense,INR,
2024-12-28,UPI,food,Dinner,Paid bill,4286.28,Expense,INR,
1/12/2017,Equity Mutual Fund B,saving bank account 1,,,2000.0,Transfer-Out,INR,
2025-04-03,UPI,social life,Leisure,Train ticket,3739.99,Income,INR,
2025-04-15,Netbanking,other,Donation,Movie night,3006.96,Expense,INR,
2025-05-13,UPI,food,Milk,Movie night,1211.48,Expense,INR,
2025-06-15,Netbanking,subscription,Airtel,Lunch at cafe,2481.63,Expense,INR,
17/02/2018 19:26:45,Cash,food,Lunch,5 chapati,30.0,Expense,INR,
2025-06-21,Credit Card,subscription,Airtel,Medical bill,255.98,Expense,INR,
2025-06-01,Cash,subscription,Tata Sky,Train ticket,4406.55,Expense,INR,
25/10/2016 18:55:33,Cash,food,snacks,egg roll,25.0,Expense,INR,
2025-02-26,Debit Card,grooming,Saloon,Lunch at cafe,3954.39,Expense,INR,
2025-03-26,Debit Card,subscription,Edtech Course,UPI transfer,4092.78,Expense,INR,
2025-01-24,UPI,food,snacks,Festival shopping,4389.17,Expense,INR,
2025-06-21,Credit Card,food,Grocery,UPI transfer,4650.98,Expense,INR,
2025-03-04,Debit Card,transportation,Taxi,UPI transfer,2748.03,Expense,INR,
29/07/2018 10:12:59,Cash,food,breakfast,Medu vada 3 plate,105.0,Expense,INR,
7/3/2017,Saving Bank account 1,food,Milk,milk 1lit ,62.0,Expense,INR,
2025-02-19,Debit Card,gift,Gift,Festival shopping,480.85,Expense,INR,
26/03/2017 13:43:07,Saving Bank account 1,food,Milk,milk 1 lit,60.0,Expense,INR,
2025-05-18,Cash,festivals,Holi,Paid bill,932.33,Expense,INR,
2025-02-10,UPI,subscription,Tata Sky,UPI transfer,3235.87,Expense,INR,
2025-03-16,Cash,other,Donation,Paid bill,4307.71,Expense,INR,
1/7/2016,Saving Bank account 1,investment,Public Provident Fund,,10000.0,Expense,INR,
11/2/2017,Cash,other,, courier,75.0,Expense,INR,
2025-04-09,Debit Card,festivals,Diwali,Movie night,3894.04,Expense,INR,
14/09/2016 13:24:08,Saving Bank account 1,subscription,Mobile Service Provider,,251.0,Expense,INR,
2025-02-27,UPI,transportation,Train,Medical bill,4945.58,Expense,INR,
5/5/2015,Cash,food,Grocery,methi + palak,100.0,Expense,INR,
19/12/2015 14:20:11,Saving Bank account 1,health,Medicine,eye drop maxmoist,235.0,Expense,INR,
10/10/2017,Saving Bank account 1,share market,,Stock market,150000.0,Transfer-Out,INR,
2025-01-30,UPI,family,Pocket money,Subscription renewal,2155.59,Expense,INR,
2024-12-26,Credit Card,education,Stationary,Train ticket,528.79,Expense,INR,
14/05/2018 09:47:57,Cash,transportation,Train,2 Place 0 to Place 3,40.0,Expense,INR,
2025-04-11,Cash,food,Grocery,Medical bill,4695.47,Expense,INR,
2025-04-05,Cash,food,Dinner,Festival shopping,546.61,Expense,INR,
2025-03-19,Debit Card,other,Donation,Medical bill,3797.15,Expense,INR,
2025-03-20,Netbanking,money transfer,Money transfer,Movie night,1261.74,Expense,INR,
31/10/2016 07:36:35,Saving Bank account 1,festivals,Diwali,Mi band 5 ( Bhaiduj gift),1999.0,Expense,INR,
2025-06-08,UPI,other,Donation,Movie night,2641.21,Expense,INR,
2025-04-02,Debit Card,food,Lunch,Festival shopping,2325.43,Expense,INR,
5/3/2017,Saving Bank account 1,food,Grocery,,949.0,Expense,INR,
2025-03-18,Cash,apparel,Footwear,Online course,2989.93,Expense,INR,
2025-02-23,Netbanking,health,Medicine,Train ticket,3732.24,Expense,INR,
2025-02-21,Debit Card,gift,Gift,Subscription renewal,4691.52,Expense,INR,
9/5/2015,Cash,health,Health,hand sanitizer + surgical gloves,290.0,Expense,INR,
2025-05-06,Cash,investment,Mutual fund,Festival shopping,4621.29,Expense,INR,
31/03/2018 14:48:02,Saving Bank account 1,salary,,From workplace ,64636.0,Income,INR,
3/2/2015,Cash,food,,grocery,107.0,Expense,INR,
2025-03-30,Cash,other,Donation,Festival shopping,2532.33,Expense,INR,
10/12/2017,Cash,food,fruits,,310.0,Expense,INR,
24/02/2016 06:35:18,Saving Bank account 1,subscription,Audible,audible subscription,199.0,Expense,INR,
6/1/2015,Cash,food,,sprout chat,15.0,Expense,INR,
21/05/2017 09:40:52,Cash,transportation,auto,Decathlon to station,20.0,Expense,INR,
28/06/2017 10:19:28,Saving Bank account 1,food,Grocery,5rs mirchi + crack-jack,15.0,Expense,INR,
14/05/2018 18:01:15,Cash,food,snacks,Potato chips,15.0,Expense,INR,
22/08/2017,Saving Bank account 1,life insurance,,,11043.0,Transfer-Out,INR,
2025-03-27,Cash,festivals,Holi,UPI transfer,1911.43,Expense,INR,
2025-05-18,Credit Card,festivals,Holi,Movie night,1645.28,Expense,INR,
2025-02-08,Cash,food,snacks,Online course,518.19,Expense,INR,
2025-01-07,UPI,beauty,grooming,Movie night,1417.27,Expense,INR,
2025-05-24,Cash,subscription,DishTV,Online course,545.56,Expense,INR,
28/07/2018 23:42:57,Debit Card,culture,Movie,2 INOX ,481.36,Expense,INR,
4/1/2015,Cash,food,,shev,35.0,Expense,INR,
14/05/2017 14:21:59,Saving Bank account 1,food,Lunch,Non veg overloaded pizza,242.0,Expense,INR,
2025-06-12,Cash,subscription,Spotify,Festival shopping,149.0,Expense,INR,
28/07/2018 23:42:57,Cash,family,Pocket money,,200.0,Expense,INR,
1/2/2015,Cash,apparel,,undergarments,248.0,Expense,INR,
2025-05-22,Cash,subscription,DishTV,Train ticket,558.28,Expense,INR,
2025-03-10,Debit Card,transportation,Train,Medical bill,3427.04,Expense,INR,
2025-03-13,Credit Card,culture,Movie,Medical bill,2606.65,Expense,INR,
2025-05-13,UPI,food,Lunch,Movie night,784.78,Expense,INR,
2025-03-27,Credit Card,festivals,Diwali,Train ticket,2745.06,Expense,INR,
1/11/2017,Saving Bank account 1,salary,,From workplace ,78298.0,Income,INR,
3/11/2016,Saving Bank account 1,bonus,,Diwali gift,1500.0,Income,INR,
2025-02-01,Debit Card,subscription,Airtel,Train ticket,216.37,Expense,INR,
5/4/2018,Cash,food,Eggs,6 eggs,36.0,Expense,INR,
21/12/2017 14:34:40,Cash,food,Lunch,Catering Service,65.0,Expense,INR,
30/09/2016 06:28:02,Saving Bank account 1,salary,,From workplace ,58058.0,Income,INR,
28/04/2017 11:17:49,Saving Bank account 1,subscription,Netflix,1 month subscription,149.0,Expense,INR,
2025-06-21,UPI,grooming,Saloon,Subscription renewal,895.82,Expense,INR,
8/7/2017,Saving Bank account 1,food,Grocery,Pizza base packet - Patil dairy,30.0,Expense,INR,
26/02/2017 10:54:45,Saving Bank account 1,household,Kirana,,846.0,Expense,INR,
31/05/2017 20:47:17,Saving Bank account 1,apparel,Clothing,undergarments pair of Jockey,655.0,Expense,INR,
2025-01-21,UPI,rent,Rent,Paid bill,288.23,Expense,INR,
2025-03-20,UPI,apparel,Footwear,Medical bill,4616.21,Expense,INR,
2025-06-13,Debit Card,subscription,Netflix,Bought groceries,199.0,Expense,INR,
2025-04-25,UPI,food,Lunch,Lunch at cafe,1003.89,Expense,INR,
2025-06-05,UPI,subscription,Spotify,UPI transfer,25.0,Expense,INR,
2025-03-29,Credit Card,subscription,Tata Sky,UPI transfer,4907.83,Expense,INR,
14/01/2018 12:21:16,Cash,transportation,auto,Pali hill to Bandra station,23.0,Expense,INR,
2025-06-15,Cash,social life,Leisure,Subscription renewal,4304.85,Expense,INR,
13/02/2018,Saving Bank account 1,small cap fund 1,,,5000.0,Transfer-Out,INR,
2025-04-27,Netbanking,investment,Mutual fund,Paid bill,450.44,Income,INR,
2025-04-15,Netbanking,water (jar /tanker),water (jar /tanker),Festival shopping,601.09,Expense,INR,
2025-01-20,Netbanking,subscription,Airtel,Movie night,431.83,Income,INR,
1/1/2015,Cash,culture,, monument,40.0,Expense,INR,
2025-04-15,Credit Card,subscription,Edtech Course,Online course,1153.81,Expense,INR,
2025-03-06,Debit Card,subscription,DishTV,Online course,2025.1,Expense,INR,
2025-02-01,Credit Card,other,Donation,UPI transfer,1994.28,Expense,INR,
18/03/2018 18:47:54,Credit Card,family,clothes,Trouser,799.0,Expense,INR,
2025-02-03,Netbanking,grooming,Saloon,Lunch at cafe,1452.79,Expense,INR,
2025-02-25,Credit Card,water (jar /tanker),water (jar /tanker),Online course,1751.25,Expense,INR,
2025-02-11,Netbanking,food,Dinner,Movie night,4700.97,Income,INR,
10/5/2018,Saving Bank account 1,other,,NEFT from Big Share Services,947.0,Income,INR,
2025-04-30,Cash,subscription,Airtel,Bought groceries,3397.7,Expense,INR,
2024-12-29,UPI,money transfer,Money transfer,UPI transfer,238.6,Expense,INR,
2025-04-04,Credit Card,money transfer,Money transfer,UPI transfer,4104.14,Expense,INR,
23/10/2015 08:23:53,Cash,other,,hanger clips,40.0,Expense,INR,
2025-02-23,Debit Card,investment,Mutual fund,Train ticket,2067.01,Expense,INR,
2025-03-29,Cash,transportation,Taxi,Festival shopping,3022.93,Expense,INR,
2025-01-23,Cash,household,Kirana,Bought groceries,2711.24,Expense,INR,
11/7/2018,Cash,food,Bread,2 bread packets,57.0,Expense,INR,
22/08/2016 13:22:05,Saving Bank account 1,festivals,Rakshabandhan,rakshabandhan ovalni ,500.0,Expense,INR,
2025-03-01,Debit Card,gift,Gift,Paid bill,4853.92,Expense,INR,
2025-05-26,Credit Card,subscription,Tata Sky,Subscription renewal,3820.09,Expense,INR,
2025-04-14,UPI,subscription,Netflix,Movie night,149.0,Expense,INR,
2025-03-27,Netbanking,investment,Mutual fund,Paid bill,1425.58,Expense,INR,
2025-03-08,Cash,subscription,Spotify,Movie night,119.0,Expense,INR,
22/03/2018 19:31:16,Cash,food,snacks,Potato chips,150.0,Expense,INR,
29/10/2017 22:24:14,Credit Card,subscription,Mobile Service Provider,Mobile Service Provider freedom pack,296.0,Expense,INR,
2025-01-24,Debit Card,self-development,Self-development,Subscription renewal,3531.17,Expense,INR,
2025-04-21,Debit Card,subscription,Airtel,Lunch at cafe,1024.32,Expense,INR,
2025-04-25,Debit Card,food,Dinner,Train ticket,3836.28,Expense,INR,
14/05/2018 09:47:13,Cash,transportation,auto,2 Current Residence to Place 0,40.0,Expense,INR,
2025-05-28,Debit Card,food,Dinner,Subscription renewal,1846.6,Income,INR,
2025-01-08,Netbanking,water (jar /tanker),water (jar /tanker),Train ticket,2183.64,Expense,INR,
5/4/2018,Cash,household,Kirana,Idli pith 1kg,38.0,Expense,INR,
2025-02-07,Netbanking,festivals,Holi,Bought groceries,2354.46,Expense,INR,
14/11/2016 20:02:26,Saving Bank account 1,transportation,Travels,Kabra Travels - Place 2 to BRC (2 Adults),4662.0,Expense,INR,
2025-06-12,Cash,transportation,Taxi,Paid bill,4148.85,Expense,INR,
2025-01-15,Credit Card,education,Stationary,Online course,1425.82,Expense,INR,
2025-02-26,Netbanking,public provident fund,Public Provident Fund,UPI transfer,3454.17,Expense,INR,
2025-03-26,UPI,subscription,DishTV,UPI transfer,161.19,Expense,INR,
2025-02-13,Credit Card,transportation,auto,Paid bill,4809.36,Expense,INR,
2025-03-27,Netbanking,education,Stationary,Medical bill,4086.35,Expense,INR,
2/4/2016,Cash,transportation,auto,LB road to Permanent Residence,50.0,Expense,INR,
2025-03-22,Credit Card,household,Appliances,Bought groceries,3227.44,Expense,INR,
30/07/2017 21:33:27,Saving Bank account 1,transportation,Travels,2 Neeta travels : Place A to pune,895.0,Expense,INR,
2025-02-13,Netbanking,rent,Rent,Medical bill,830.3,Expense,INR,
2025-03-03,Credit Card,food,Dinner,Movie night,2040.4,Expense,INR,
7/2/2018,Saving Bank account 1,equity mutual fund e,,,1000.0,Transfer-Out,INR,
2025-04-21,UPI,food,Lunch,Lunch at cafe,747.39,Expense,INR,
2025-06-02,Netbanking,education,Stationary,Train ticket,1097.9,Expense,INR,
24/05/2017 08:46:43,Cash,transportation,Train,Place 0 to Vikhroli return,30.0,Expense,INR,
2025-06-08,Cash,food,snacks,Medical bill,1010.61,Expense,INR,
2025-03-12,Debit Card,apparel,Clothing,Festival shopping,3789.23,Expense,INR,
2025-01-15,Credit Card,rent,Rent,Medical bill,2477.66,Expense,INR,
7/5/2017,Saving Bank account 1,food,Dinner,Aloo mutter sabji,30.0,Expense,INR,
2025-06-18,UPI,gift,Gift,Paid bill,3846.74,Expense,INR,
22/03/2017 23:16:53,Cash,transportation,auto,,50.0,Expense,INR,
6/1/2017,Saving Bank account 1,transportation,Travels,Place 1 to Place 2 - Novelty tour and travels,1396.5,Expense,INR,
15/06/2018 09:24:33,Saving Bank account 1,transportation,train,2CC Place 2 to DDR Spl Train,1213.6,Expense,INR,
2025-03-17,Netbanking,beauty,grooming,Paid bill,4173.76,Expense,INR,
2025-02-21,Credit Card,food,Lunch,Online course,1506.83,Expense,INR,
2025-03-07,UPI,social life,Leisure,Online course,265.43,Expense,INR,
2025-05-18,Netbanking,self-development,Self-development,Bought groceries,3895.58,Expense,INR,
2025-02-13,Netbanking,investment,Mutual fund,Paid bill,77.46,Expense,INR,
2025-05-23,Debit Card,family,Pocket money,Bought groceries,3737.28,Expense,INR,
5/12/2015,Cash,other,,petrol,200.0,Expense,INR,
12/1/2016,Cash,apparel,Footwear,slippers,200.0,Expense,INR,
2025-06-01,UPI,food,Grocery,Medical bill,3442.35,Expense,INR,
2024-12-28,Debit Card,beauty,grooming,Movie night,1777.67,Expense,INR,
31/03/2015 13:00:05,Saving Bank account 1,salary,,From workplace ,70806.0,Income,INR,
2025-05-07,Cash,subscription,Edtech Course,Online course,68.05,Income,INR,
2025-05-23,Credit Card,subscription,Netflix,Paid bill,649.0,Expense,INR,
19/10/2017 21:44:36,Cash,food,snacks,Gupta bhel,25.0,Expense,INR,
28/05/2017 20:47:18,Saving Bank account 1,food,snacks,2 kachori,24.0,Expense,INR,
15/04/2018 14:40:22,Credit Card,family,makeup,Body mist,525.0,Expense,INR,
2025-01-11,Debit Card,water (jar /tanker),water (jar /tanker),UPI transfer,4732.14,Expense,INR,
3/3/2017,Saving Bank account 1,food,Grocery,milk 1 lit + butter milk + srikhand pav kg,148.0,Expense,INR,
2025-05-15,Credit Card,health,Medicine,Train ticket,422.5,Expense,INR,
2025-03-14,Cash,social life,Leisure,Medical bill,531.79,Expense,INR,
10/10/2015,Saving Bank account 1,recurring deposit,,,1000.0,Expense,INR,
2025-06-14,Credit Card,food,snacks,Subscription renewal,289.18,Expense,INR,
2025-02-06,Cash,subscription,Spotify,Lunch at cafe,119.0,Expense,INR,
2025-01-19,Credit Card,grooming,Saloon,Train ticket,1192.44,Expense,INR,
2025-02-14,Credit Card,food,Grocery,Paid bill,1944.94,Expense,INR,
2025-05-03,Netbanking,festivals,Holi,Paid bill,2819.07,Expense,INR,
2025-01-10,Netbanking,subscription,Edtech Course,Medical bill,2158.1,Expense,INR,
2025-05-23,Netbanking,self-development,Self-development,UPI transfer,3240.36,Expense,INR,
2025-05-21,Cash,subscription,Edtech Course,Festival shopping,206.4,Expense,INR,
1/5/2017,Saving Bank account 1,other,,To savings account,100.0,Expense,INR,
12/11/2017,Credit Card,other,,Shopping at Alfa,3690.0,Expense,INR,
2025-02-26,Netbanking,health,Medicine,Medical bill,3107.25,Expense,INR,
2025-02-15,Credit Card,festivals,Diwali,Train ticket,1034.7,Expense,INR,
2025-02-28,Credit Card,subscription,Spotify,Medical bill,25.0,Expense,INR,
1/6/2018,Saving Bank account 1,public provident fund,,,12500.0,Transfer-Out,INR,
4/12/2016,Cash,food,vegetables,val + methi + lady finger,50.0,Expense,INR,
30/10/2015 06:35:12,Cash,transportation,auto,Permanent Residence to kacheri,30.0,Expense,INR,
2025-06-07,Netbanking,transportation,Train,Paid bill,2965.34,Expense,INR,
10/1/2017,Saving Bank account 1,recurring deposit,,,1000.0,Transfer-Out,INR,
2025-01-25,Netbanking,subscription,Edtech Course,UPI transfer,4085.98,Expense,INR,
20/07/2018 13:06:14,Saving Bank account 1,transportation,Taxi,Ola cab - eye institute to Current Residence CHS,155.0,Expense,INR,
1/3/2017,Saving Bank account 1,money transfer,,,10000.0,Expense,INR,
2025-04-30,Cash,transportation,Taxi,Bought groceries,4851.31,Expense,INR,
22/10/2016 20:23:46,Cash,food,Eating out,pav vada,20.0,Expense,INR,
28/05/2017 20:47:33,Saving Bank account 1,household,Kirana,,996.0,Expense,INR,
23/06/2018 19:25:22,Credit Card,subscription,Mobile Service Provider,Annual recharge,2545.0,Expense,INR,
2025-06-10,Debit Card,education,Stationary,Lunch at cafe,3955.46,Expense,INR,
1/2/2018,Saving Bank account 1,share market,,,50000.0,Transfer-Out,INR,
2025-04-12,Debit Card,rent,Rent,Festival shopping,1316.1,Expense,INR,
2025-05-15,Credit Card,family,Pocket money,Online course,3040.94,Expense,INR,
2025-03-16,Cash,festivals,Holi,Paid bill,1266.74,Expense,INR,
2025-01-06,Credit Card,health,Medicine,Subscription renewal,3449.56,Expense,INR,
2025-01-02,UPI,gift,Gift,Medical bill,1522.44,Expense,INR,
2025-04-03,Cash,festivals,Holi,Festival shopping,1261.0,Expense,INR,
2025-04-27,Credit Card,tourism,Trip,Subscription renewal,1127.8,Expense,INR,
2025-04-18,UPI,transportation,Taxi,UPI transfer,4705.7,Expense,INR,
2025-01-30,Cash,culture,Movie,Paid bill,4738.26,Expense,INR,
21/04/2018 23:15:33,Cash,food,Ice cream,Naturals,160.0,Expense,INR,
3/9/2017,Saving Bank account 1,subscription,Newspaper,,170.0,Expense,INR,
2025-03-23,UPI,food,Grocery,Online course,602.09,Expense,INR,
19/06/2017 10:19:14,Saving Bank account 1,food,Milk,milk 1lit ,64.0,Expense,INR,
2025-06-19,Credit Card,health,Medicine,Movie night,486.83,Expense,INR,
2025-02-21,UPI,gift,Gift,UPI transfer,4774.32,Expense,INR,
2025-05-01,Cash,money transfer,Money transfer,Online course,1614.63,Expense,INR,
2025-03-07,Cash,festivals,Holi,Online course,4452.14,Expense,INR,
2025-04-29,Cash,water (jar /tanker),water (jar /tanker),UPI transfer,4173.35,Expense,INR,
2025-05-22,UPI,festivals,Diwali,Paid bill,3619.0,Expense,INR,
2025-02-22,Cash,food,Dinner,Movie night,149.0,Expense,INR,
2025-01-30,UPI,food,Lunch,Online course,3392.47,Expense,INR,
27/11/2017 13:39:29,Cash,transportation,auto,Place 6 station to  mall,30.0,Expense,INR,
2025-02-25,Credit Card,money transfer,Money transfer,Bought groceries,1023.18,Expense,INR,
2025-06-23,Credit Card,social life,Leisure,UPI transfer,2096.57,Expense,INR,
19/12/2017 18:57:13,Cash,food,snacks,Chicken Frankie,45.0,Expense,INR,
2025-02-22,Debit Card,food,Grocery,Train ticket,622.49,Expense,INR,
2025-03-14,Debit Card,food,Lunch,UPI transfer,2387.11,Expense,INR,
2025-05-27,Cash,culture,Movie,Train ticket,223.91,Expense,INR,
2025-06-16,UPI,household,Appliances,Movie night,4766.18,Expense,INR,
2025-04-28,Cash,subscription,Edtech Course,Bought groceries,313.71,Expense,INR,
2025-06-14,Debit Card,public provident fund,Public Provident Fund,Festival shopping,4234.44,Expense,INR,
2025-04-05,Netbanking,subscription,Airtel,Movie night,2376.48,Expense,INR,
2025-01-03,Debit Card,social life,Leisure,Medical bill,4964.86,Expense,INR,
8/7/2017,Saving Bank account 1,food,Milk,milk 1lit ,64.0,Expense,INR,
2025-06-14,UPI,public provident fund,Public Provident Fund,Subscription renewal,1159.78,Expense,INR,
2025-01-08,UPI,transportation,Train,Movie night,3114.75,Expense,INR,
21/07/2018 08:42:11,Cash,food,Biscuits,Toast packet,45.0,Expense,INR,
3/5/2017,Cash,transportation,auto,2 Current Residence to Place 0,30.0,Expense,INR,
12/4/2016,Saving Bank account 1,investment,Mutual fund,Mutual fund C,1000.0,Expense,INR,
10/12/2016,Saving Bank account 1,recurring deposit,,,1000.0,Expense,INR,
20/08/2017 21:01:24,Credit Card,food,Ice cream,Baskin Robbins,166.0,Expense,INR,
2025-02-22,Debit Card,subscription,Spotify,Train ticket,7.0,Expense,INR,
16/05/2015 14:52:42,Saving Bank account 1,other,,splitwise settlement,607.0,Expense,INR,
2025-03-09,UPI,public provident fund,Public Provident Fund,Train ticket,1163.55,Expense,INR,
15/04/2018 14:38:43,Cash,food,Lunch,Catering Service,70.0,Expense,INR,
21/11/2015 21:39:44,Cash,food,Eggs,1 dozen,84.0,Expense,INR,
2025-02-15,Cash,self-development,Self-development,Train ticket,977.59,Expense,INR,
2025-05-16,Debit Card,subscription,Tata Sky,Lunch at cafe,3580.21,Expense,INR,
2025-05-17,Credit Card,household,Kirana,UPI transfer,2435.81,Expense,INR,
2025-03-26,Credit Card,recurring deposit,Recurring Deposit,Medical bill,1381.91,Expense,INR,
2025-01-29,Debit Card,culture,Movie,Online course,1309.56,Expense,INR,
2/7/2018,Saving Bank account 1,household,Kirana,Supermart,1595.0,Expense,INR,
2025-03-12,Credit Card,festivals,Diwali,Bought groceries,4935.51,Expense,INR,
2025-04-13,Credit Card,food,Dinner,Bought groceries,4959.16,Expense,INR,
7/9/2016,Cash,food,Eggs,1 dozen,72.0,Expense,INR,
2025-01-14,UPI,public provident fund,Public Provident Fund,Lunch at cafe,814.07,Expense,INR,
28/05/2017 19:39:31,Cash,food,vegetables,,45.0,Expense,INR,
22/03/2017 23:11:47,Cash,transportation,auto,within city,33.0,Expense,INR,
2025-02-13,Debit Card,subscription,Airtel,Subscription renewal,1691.44,Expense,INR,
2025-02-26,Netbanking,grooming,Saloon,Bought groceries,3282.24,Expense,INR,
26/06/2018 17:25:23,Saving Bank account 1,household,Appliances,Aqugurad water purifier,13050.0,Expense,INR,
8/1/2018,Saving Bank account 1,food,flour mill,M D sure 2kg atta,104.0,Expense,INR,
2025-02-21,Debit Card,public provident fund,Public Provident Fund,UPI transfer,1567.76,Expense,INR,
2025-01-22,UPI,money transfer,Money transfer,Paid bill,582.87,Expense,INR,
2025-03-18,UPI,gift,Gift,Paid bill,1190.11,Expense,INR,
5/3/2018,Saving Bank account 1,food,flour mill,M D sure 3kg atta,162.0,Expense,INR,
2024-12-28,UPI,transportation,Taxi,Subscription renewal,4023.35,Expense,INR,
5/1/2016,Saving Bank account 1,investment,RD,,1000.0,Expense,INR,
2025-03-24,Debit Card,transportation,Train,Lunch at cafe,420.77,Expense,INR,
2025-04-03,Cash,tourism,Trip,Paid bill,1386.44,Expense,INR,
2025-04-25,UPI,transportation,Taxi,Festival shopping,4970.61,Income,INR,
2025-02-11,UPI,festivals,Diwali,Train ticket,2486.14,Expense,INR,
25/03/2018 21:12:38,Credit Card,food,snacks,French crossiant,80.0,Expense,INR,
2025-06-14,Debit Card,subscription,DishTV,Subscription renewal,1560.87,Expense,INR,
2025-06-09,Cash,investment,Mutual fund,Movie night,1803.71,Expense,INR,
2025-04-03,UPI,festivals,Diwali,Subscription renewal,4643.81,Expense,INR,
2025-03-17,Netbanking,grooming,Saloon,Festival shopping,4567.42,Expense,INR,
15/07/2018 18:01:59,Cash,food,vegetables,,500.0,Expense,INR,
2025-05-12,Cash,education,Stationary,Lunch at cafe,4626.04,Expense,INR,
2025-01-12,UPI,food,Dinner,UPI transfer,3509.35,Income,INR,
5/6/2017,Saving Bank account 1,recurring deposit,,,1000.0,Transfer-Out,INR,
2025-05-29,Netbanking,education,Stationary,Lunch at cafe,3035.84,Expense,INR,
3/12/2017,Cash,beauty,grooming,hair cut+shaving,160.0,Expense,INR,
2025-02-08,UPI,recurring deposit,Recurring Deposit,Movie night,4539.87,Expense,INR,
12/3/2017,Cash,food,beverage,2 sugarcane juice,40.0,Expense,INR,
2025-04-11,Debit Card,self-development,Self-development,Movie night,4688.94,Expense,INR,
14/08/2017 11:44:04,Credit Card,household,Kirana,Biscuits+ onions,112.0,Expense,INR,
2025-04-20,Credit Card,subscription,Netflix,Lunch at cafe,149.0,Expense,INR,
2025-04-24,Cash,food,snacks,Medical bill,815.49,Expense,INR,
2025-03-03,Cash,self-development,Self-development,Train ticket,786.06,Expense,INR,
2025-06-22,Netbanking,family,Pocket money,Train ticket,3002.85,Expense,INR,
2025-02-05,Credit Card,food,Grocery,UPI transfer,2063.34,Expense,INR,
2025-03-27,Netbanking,culture,Movie,Lunch at cafe,1350.34,Expense,INR,
2025-01-09,Debit Card,investment,Mutual fund,Bought groceries,925.01,Expense,INR,
2025-03-05,Debit Card,culture,Movie,Bought groceries,1263.68,Expense,INR,
2025-03-12,Debit Card,self-development,Self-development,Subscription renewal,3396.4,Expense,INR,
2025-03-23,Netbanking,gift,Gift,Bought groceries,3945.32,Expense,INR,
2025-01-17,Debit Card,family,Pocket money,Movie night,1024.66,Expense,INR,
22/05/2018 20:47:36,Cash,health,Health,2 All out refill,154.0,Expense,INR,
2025-02-03,UPI,social life,Leisure,Movie night,480.38,Expense,INR,
2025-02-26,UPI,water (jar /tanker),water (jar /tanker),UPI transfer,4364.68,Expense,INR,
2025-03-06,Netbanking,food,Dinner,Festival shopping,4930.23,Expense,INR,
2025-03-19,UPI,subscription,Airtel,Bought groceries,1461.48,Expense,INR,
2025-05-04,Netbanking,investment,Mutual fund,Subscription renewal,526.58,Income,INR,
2025-05-17,Cash,education,Stationary,Medical bill,2580.67,Expense,INR,
2025-05-05,Credit Card,money transfer,Money transfer,Medical bill,817.84,Expense,INR,
13/02/2018 20:22:43,Saving Bank account 1,food,Grocery,Amul cheese,72.0,Expense,INR,
2025-03-29,Credit Card,apparel,Clothing,Medical bill,3134.19,Expense,INR,
1/7/2018,Saving Bank account 1,apparel,Clothing,undergarments pair of Jockey,430.0,Expense,INR,
2025-01-08,Debit Card,transportation,Train,Movie night,395.34,Expense,INR,
2025-05-17,UPI,beauty,grooming,Bought groceries,2524.77,Expense,INR,
2025-06-12,Credit Card,health,Medicine,Movie night,858.04,Expense,INR,
26/02/2015 20:05:39,Cash,food,Grocery,eggs,30.0,Expense,INR,
19/08/2017 11:50:16,Cash,household,Appliances,2 locks for bags,60.0,Expense,INR,
31/07/2018 13:44:15,Cash,food,chocolate,10 melody,10.0,Expense,INR,
2025-05-27,Debit Card,food,Lunch,Train ticket,4242.15,Expense,INR,
12/3/2015,Credit Card,health,Hospital,root canal due,1900.0,Expense,INR,
2025-05-14,Cash,food,Milk,Train ticket,3112.96,Expense,INR,
2025-02-11,Cash,social life,Leisure,Festival shopping,2224.93,Expense,INR,
2025-06-14,Netbanking,gift,Gift,UPI transfer,1406.07,Expense,INR,
2025-01-09,Cash,food,Lunch,Bought groceries,1399.72,Expense,INR,
2024-12-26,Cash,beauty,grooming,Festival shopping,4406.01,Expense,INR,
2025-06-04,Netbanking,transportation,Taxi,Medical bill,939.73,Expense,INR,
2025-01-11,Netbanking,beauty,grooming,Subscription renewal,2952.91,Expense,INR,
2025-03-14,Debit Card,tourism,Trip,Train ticket,4537.51,Expense,INR,
