Date,Mode,Category,Subcategory,Note,Amount,Income/Expense,Currency
2025-02-25,Cash,subscription,Airtel,Lunch at cafe,1615.9,Expense,INR
2024-12-28,UPI,Money transfer,Money transfer,Lunch at cafe,3040.79,Income,INR
2025-04-05,UPI,Gift,Gift,Lunch at cafe,280.47,Expense,INR
2025-01-09,Netbanking,Family,Pocket money,Bought groceries,4216.85,Expense,INR
2025-01-24,Netbanking,Investment,Mutual fund,Train ticket,1614.94,Expense,INR
2025-04-17,Netbanking,Beauty,grooming,Lunch at cafe,2749.1,Expense,INR
2025-05-30,Netbanking,Food,Grocery,Festival shopping,1221.31,Expense,INR
2025-01-22,Cash,Food,Dinner,UPI transfer,1471.7,Expense,INR
2025-05-02,Netbanking,Family,Pocket money,Movie night,2437.39,Expense,INR
2025-02-17,UPI,subscription,DishTV,Medical bill,516.75,Expense,INR
2025-01-05,Debit Card,Other,Donation,Paid bill,3293.18,Expense,INR
2025-05-25,Cash,Apparel,Clothing,Bought groceries,1781.45,Expense,INR
2025-01-15,Debit Card,subscription,Netflix,Lunch at cafe,499.0,Expense,INR
2025-05-13,Cash,Beauty,grooming,UPI transfer,1322.37,Expense,INR
2025-03-01,Cash,Family,Pocket money,UPI transfer,4389.67,Expense,INR
2025-05-03,UPI,Food,Milk,UPI transfer,4814.95,Expense,INR
2025-06-22,Cash,Investment,Mutual fund,Movie night,4733.82,Expense,INR
2025-05-11,Cash,Culture,Movie,Train ticket,3439.21,Expense,INR
2025-05-03,UPI,Self-development,Self-development,Train ticket,4933.89,Expense,INR
2025-03-26,UPI,Household,Appliances,Train ticket,3257.6,Expense,INR
2025-02-21,Credit Card,Investment,Mutual fund,Lunch at cafe,3645.7,Expense,INR
2025-01-26,Credit Card,Gift,Gift,Online course,671.98,Expense,INR
2025-06-07,Cash,subscription,Spotify,Festival shopping,149.0,Expense,INR
2025-02-24,Credit Card,Festivals,Holi,Lunch at cafe,793.35,Expense,INR
2025-03-17,Credit Card,Grooming,Saloon,Paid bill,825.94,Expense,INR
2024-12-30,UPI,Festivals,Holi,Train ticket,1211.13,Expense,INR
2025-04-02,UPI,Food,snacks,Subscription renewal,1993.8,Expense,INR
2025-02-21,Cash,Grooming,Saloon,Train ticket,1159.24,Expense,INR
2025-02-19,Debit Card,Money transfer,Money transfer,Lunch at cafe,2394.69,Expense,INR
2025-03-14,Debit Card,Public Provident Fund,Public Provident Fund,Medical bill,4071.98,Expense,INR
2025-02-24,UPI,Transportation,auto,Movie night,1361.22,Income,INR
2025-05-09,UPI,subscription,Amazon Prime,Festival shopping,1499.0,Expense,INR
2025-04-01,UPI,Household,Kirana,Festival shopping,1303.59,Expense,INR
2025-06-18,Netbanking,Festivals,Diwali,Train ticket,2031.61,Expense,INR
2025-04-01,Cash,Health,Medicine,Festival shopping,3919.54,Expense,INR
2025-01-06,Credit Card,Recurring Deposit,Recurring Deposit,Subscription renewal,2279.48,Expense,INR
2024-12-28,UPI,water (jar /tanker),water (jar /tanker),Lunch at cafe,3279.25,Expense,INR
2025-03-01,Debit Card,Gift,Gift,Paid bill,4853.92,Expense,INR
2025-01-22,Debit Card,Family,Pocket money,Medical bill,1665.37,Expense,INR
2025-06-18,UPI,Household,Kirana,Paid bill,3153.3,Expense,INR
2025-01-14,Netbanking,Tourism,Trip,Festival shopping,1970.67,Expense,INR
2025-04-02,Netbanking,subscription,Tata Sky,Bought groceries,178.28,Expense,INR
2025-05-08,Credit Card,Food,Dinner,Paid bill,1099.63,Expense,INR
2025-02-21,UPI,Money transfer,Money transfer,Train ticket,650.71,Expense,INR
2025-04-22,UPI,Public Provident Fund,Public Provident Fund,Movie night,2235.84,Expense,INR
2025-04-29,Cash,Transportation,auto,UPI transfer,3324.6,Expense,INR
2025-05-17,Netbanking,Tourism,Trip,Online course,4777.81,Expense,INR
2025-02-03,Netbanking,subscription,Edtech Course,UPI transfer,2703.28,Expense,INR
2025-04-20,Debit Card,Food,Grocery,UPI transfer,360.98,Income,INR
2025-04-14,Netbanking,Food,Dinner,Lunch at cafe,4867.62,Expense,INR
2025-02-20,Cash,Rent,Rent,Train ticket,2020.55,Expense,INR
2025-03-19,Cash,Transportation,auto,Online course,2451.7,Expense,INR
2025-05-27,UPI,Transportation,Taxi,Bought groceries,4361.05,Expense,INR
2025-02-10,Debit Card,Culture,Movie,UPI transfer,4860.15,Expense,INR
2025-04-19,UPI,subscription,DishTV,Online course,2955.24,Expense,INR
2025-06-11,UPI,Food,Milk,UPI transfer,890.06,Expense,INR
2025-06-11,Credit Card,Food,Milk,Festival shopping,3146.53,Expense,INR
2025-02-24,Credit Card,Social Life,Leisure,Paid bill,4438.34,Expense,INR
2025-04-21,Cash,Public Provident Fund,Public Provident Fund,Bought groceries,252.72,Expense,INR
2025-02-07,UPI,Health,Medicine,Paid bill,4366.81,Income,INR
2025-02-27,Netbanking,Tourism,Trip,Festival shopping,1182.78,Expense,INR
2025-02-26,Netbanking,Self-development,Self-development,Movie night,3174.93,Expense,INR
2025-06-10,Netbanking,subscription,Netflix,Paid bill,649.0,Expense,INR
2025-03-05,UPI,Investment,Mutual fund,Online course,1727.14,Expense,INR
2025-06-12,Debit Card,Transportation,Train,UPI transfer,2466.86,Expense,INR
2025-03-20,Debit Card,subscription,Edtech Course,Medical bill,156.72,Expense,INR
2025-05-22,Debit Card,Food,Lunch,Festival shopping,3038.83,Expense,INR
2025-03-28,Cash,Transportation,Train,Paid bill,1351.76,Expense,INR
2025-06-09,Debit Card,Tourism,Trip,Online course,763.41,Expense,INR
2025-01-17,Netbanking,Food,Lunch,Medical bill,2638.21,Expense,INR
2025-02-03,Cash,Health,Medicine,Festival shopping,3166.21,Expense,INR
2025-05-27,Debit Card,Festivals,Diwali,Paid bill,4080.52,Expense,INR
2025-03-19,Credit Card,subscription,Amazon Prime,Train ticket,599.0,Expense,INR
2025-02-02,Cash,Food,Lunch,Medical bill,4511.62,Expense,INR
2025-06-22,Credit Card,Tourism,Trip,Bought groceries,2450.56,Expense,INR
2025-03-18,Cash,Education,Stationary,Train ticket,2501.12,Income,INR
2025-01-21,Credit Card,Culture,Movie,Paid bill,1693.34,Expense,INR
2025-05-31,Debit Card,subscription,Edtech Course,Subscription renewal,4070.4,Expense,INR
2024-12-28,Debit Card,Public Provident Fund,Public Provident Fund,UPI transfer,952.99,Expense,INR
2025-04-20,Netbanking,Food,snacks,Online course,1992.59,Expense,INR
2025-02-11,Cash,water (jar /tanker),water (jar /tanker),UPI transfer,707.35,Expense,INR
2024-12-29,Debit Card,Food,Grocery,Online course,3175.33,Expense,INR
2025-05-07,UPI,subscription,Edtech Course,Paid bill,1832.75,Expense,INR
2025-01-04,UPI,Rent,Rent,Bought groceries,2676.97,Expense,INR
2025-01-24,Cash,Festivals,Diwali,UPI transfer,4415.82,Expense,INR
2025-04-06,Netbanking,subscription,Tata Sky,Train ticket,663.74,Expense,INR
2025-01-10,Cash,Apparel,Footwear,Festival shopping,3848.12,Expense,INR
2025-02-03,UPI,water (jar /tanker),water (jar /tanker),Paid bill,2948.72,Expense,INR
2025-04-09,Debit Card,subscription,Edtech Course,Bought groceries,2479.28,Expense,INR
2025-05-12,Credit Card,Food,Milk,Subscription renewal,421.05,Expense,INR
2025-01-07,UPI,Culture,Movie,Online course,720.31,Expense,INR
2025-03-29,Cash,Family,Pocket money,Festival shopping,2972.57,Expense,INR
2025-04-26,Debit Card,subscription,Airtel,Subscription renewal,3922.33,Expense,INR
2025-04-24,UPI,Culture,Movie,Paid bill,1629.48,Expense,INR
2025-02-13,Cash,water (jar /tanker),water (jar /tanker),Subscription renewal,4985.27,Expense,INR
2025-04-05,Debit Card,Beauty,grooming,Bought groceries,80.29,Expense,INR
2025-01-03,Credit Card,Apparel,Clothing,Movie night,1588.59,Income,INR
2025-04-06,Netbanking,subscription,DishTV,Lunch at cafe,2418.82,Expense,INR
2025-01-29,Cash,Transportation,Taxi,Online course,3029.67,Expense,INR
2025-01-16,Netbanking,Culture,Movie,Movie night,2806.11,Income,INR
2025-05-10,Cash,Self-development,Self-development,Paid bill,1701.43,Expense,INR
2025-03-12,UPI,Culture,Movie,Online course,3810.41,Expense,INR
2025-02-23,Credit Card,subscription,Spotify,Lunch at cafe,119.0,Expense,INR
2025-01-07,Cash,Family,Pocket money,Bought groceries,257.4,Expense,INR
2024-12-31,Debit Card,Family,Pocket money,UPI transfer,654.21,Expense,INR
2025-03-10,Netbanking,Education,Stationary,Lunch at cafe,3658.08,Expense,INR
2025-03-09,Debit Card,Apparel,Clothing,Medical bill,4191.24,Expense,INR
2025-04-10,Debit Card,Transportation,Taxi,Bought groceries,470.9,Expense,INR
2025-04-28,Debit Card,subscription,Spotify,Subscription renewal,7.0,Expense,INR
2025-02-05,Cash,water (jar /tanker),water (jar /tanker),Online course,1489.76,Expense,INR
2025-04-30,Credit Card,Beauty,grooming,Medical bill,4211.82,Expense,INR
2025-02-12,Debit Card,Food,Grocery,Paid bill,4980.4,Expense,INR
2025-05-02,Debit Card,Money transfer,Money transfer,Festival shopping,1176.64,Expense,INR
2025-03-06,Credit Card,water (jar /tanker),water (jar /tanker),Bought groceries,1788.77,Expense,INR
2025-01-10,Credit Card,Food,Milk,Online course,2710.73,Expense,INR
2025-03-24,Cash,Education,Stationary,Lunch at cafe,604.9,Expense,INR
2025-01-01,Debit Card,Health,Medicine,Lunch at cafe,3814.36,Expense,INR
2025-05-08,Netbanking,subscription,Edtech Course,Paid bill,1774.4,Expense,INR
2025-02-05,Credit Card,Education,Stationary,Movie night,175.01,Expense,INR
2025-01-05,Debit Card,Recurring Deposit,Recurring Deposit,Paid bill,4468.26,Expense,INR
2025-03-12,Credit Card,Other,Donation,UPI transfer,2210.28,Expense,INR
2025-02-15,Cash,Food,Lunch,Subscription renewal,1291.71,Expense,INR
2025-06-15,UPI,Transportation,Train,Paid bill,2895.62,Expense,INR
2025-01-21,Cash,Family,Pocket money,Subscription renewal,1464.68,Expense,INR
2025-06-21,Debit Card,Culture,Movie,UPI transfer,1713.9,Expense,INR
2025-03-27,Credit Card,Health,Medicine,Lunch at cafe,2698.05,Expense,INR
2025-03-30,Cash,subscription,Netflix,Medical bill,499.0,Expense,INR
2025-06-23,Credit Card,Social Life,Leisure,UPI transfer,2096.57,Expense,INR
2025-05-19,Credit Card,Culture,Movie,Paid bill,488.51,Expense,INR
2025-03-23,Debit Card,Education,Stationary,Bought groceries,4687.24,Expense,INR
2024-12-29,Debit Card,Other,Donation,Subscription renewal,3529.4,Expense,INR
2025-06-12,Cash,Public Provident Fund,Public Provident Fund,Lunch at cafe,1379.97,Expense,INR
2025-02-17,Cash,subscription,Netflix,Festival shopping,649.0,Expense,INR
2025-04-13,Credit Card,Money transfer,Money transfer,Movie night,1626.95,Expense,INR
2025-05-06,Debit Card,Other,Donation,Movie night,4412.83,Expense,INR
2025-04-03,UPI,subscription,Spotify,Paid bill,179.0,Expense,INR
2025-06-21,Netbanking,water (jar /tanker),water (jar /tanker),Movie night,2064.78,Expense,INR
2025-03-13,UPI,Education,Stationary,Medical bill,870.92,Expense,INR
2025-02-10,Netbanking,subscription,Netflix,UPI transfer,149.0,Income,INR
2025-05-05,Netbanking,Apparel,Footwear,Lunch at cafe,1776.37,Expense,INR
2025-02-07,Netbanking,Transportation,auto,Bought groceries,2870.99,Expense,INR
2025-02-03,Debit Card,Rent,Rent,Train ticket,1972.36,Expense,INR
2025-05-07,Netbanking,Money transfer,Money transfer,UPI transfer,2874.11,Expense,INR
2025-05-09,Credit Card,Festivals,Diwali,Lunch at cafe,3216.47,Expense,INR
2025-06-23,UPI,Public Provident Fund,Public Provident Fund,Subscription renewal,434.72,Expense,INR
2025-03-10,Netbanking,Transportation,auto,Medical bill,2851.96,Expense,INR
2025-06-19,Debit Card,Social Life,Leisure,Festival shopping,4829.35,Expense,INR
2025-04-20,Credit Card,Apparel,Clothing,Movie night,533.7,Expense,INR
2025-02-21,UPI,Apparel,Footwear,Train ticket,4903.62,Income,INR
2025-01-16,Cash,subscription,Netflix,Lunch at cafe,649.0,Expense,INR
2025-04-07,Credit Card,Education,Stationary,UPI transfer,3158.3,Expense,INR
2025-01-17,Netbanking,subscription,Amazon Prime,Bought groceries,599.0,Expense,INR
2025-04-11,Netbanking,subscription,Amazon Prime,Festival shopping,1499.0,Expense,INR
2025-01-27,Netbanking,Recurring Deposit,Recurring Deposit,Paid bill,2046.87,Expense,INR
2025-04-04,Debit Card,water (jar /tanker),water (jar /tanker),UPI transfer,4059.29,Expense,INR
2025-05-19,Credit Card,subscription,Spotify,UPI transfer,149.0,Expense,INR
2025-03-23,Cash,subscription,Netflix,Train ticket,649.0,Expense,INR
2025-04-15,Netbanking,Festivals,Holi,Paid bill,2238.94,Expense,INR
2025-05-17,Cash,Education,Stationary,Medical bill,2580.67,Expense,INR
2025-02-27,Cash,water (jar /tanker),water (jar /tanker),Movie night,1037.59,Expense,INR
2025-03-20,Netbanking,Education,Stationary,Paid bill,1800.29,Expense,INR
2025-01-04,Debit Card,subscription,Edtech Course,Paid bill,961.56,Expense,INR
2025-05-05,Credit Card,Festivals,Diwali,Online course,1132.5,Expense,INR
2025-04-14,Credit Card,Money transfer,Money transfer,Bought groceries,4643.85,Expense,INR
2025-01-04,Debit Card,Health,Medicine,Bought groceries,574.85,Expense,INR
2025-04-21,UPI,Apparel,Footwear,Online course,3711.22,Expense,INR
2025-05-03,Cash,Transportation,Taxi,Paid bill,3263.63,Expense,INR
2025-05-22,Credit Card,Household,Appliances,Festival shopping,2011.69,Expense,INR
2025-04-21,Cash,Food,Dinner,Bought groceries,2569.24,Expense,INR
2025-04-09,Credit Card,Apparel,Footwear,Medical bill,3657.54,Expense,INR
2025-01-22,UPI,subscription,Netflix,Paid bill,199.0,Expense,INR
2025-04-29,Credit Card,Grooming,Saloon,Bought groceries,3097.0,Expense,INR
2025-06-17,Netbanking,Transportation,auto,Medical bill,3474.13,Expense,INR
2025-03-12,UPI,subscription,Spotify,Lunch at cafe,119.0,Expense,INR
2025-05-15,Credit Card,Food,snacks,Train ticket,595.06,Expense,INR
2025-06-22,Cash,Money transfer,Money transfer,Train ticket,684.93,Income,INR
2025-05-24,UPI,subscription,Amazon Prime,Medical bill,299.0,Expense,INR
2025-05-17,Netbanking,subscription,Netflix,UPI transfer,649.0,Income,INR
2025-01-22,Netbanking,Social Life,Leisure,UPI transfer,1918.55,Expense,INR
2024-12-28,Cash,subscription,Edtech Course,UPI transfer,1236.08,Expense,INR
2025-04-23,Debit Card,water (jar /tanker),water (jar /tanker),Train ticket,2623.78,Expense,INR
2025-03-23,UPI,Apparel,Footwear,Paid bill,1000.22,Expense,INR
2025-04-28,Netbanking,Culture,Movie,Medical bill,3725.15,Expense,INR
2025-04-26,Credit Card,Food,Grocery,Train ticket,3963.51,Expense,INR
2025-01-14,Debit Card,Food,snacks,Festival shopping,1852.25,Expense,INR
2025-06-18,Credit Card,Investment,Mutual fund,Subscription renewal,1843.72,Expense,INR
2025-03-31,Netbanking,Money transfer,Money transfer,Online course,652.33,Expense,INR
2025-02-08,Debit Card,Gift,Gift,Subscription renewal,2431.39,Expense,INR
2025-03-02,Cash,Culture,Movie,Lunch at cafe,2686.45,Expense,INR
2025-01-27,Netbanking,Tourism,Trip,Paid bill,1165.92,Expense,INR
2025-01-02,UPI,Health,Medicine,UPI transfer,3836.61,Expense,INR
2025-03-16,Cash,subscription,Spotify,Subscription renewal,149.0,Expense,INR
2025-02-23,Netbanking,Recurring Deposit,Recurring Deposit,UPI transfer,101.28,Expense,INR
2025-05-28,UPI,Education,Stationary,Paid bill,2324.87,Expense,INR
2025-01-21,Netbanking,subscription,Spotify,Bought groceries,149.0,Expense,INR
2025-02-16,Netbanking,Transportation,Train,Bought groceries,94.23,Expense,INR
2025-04-13,Netbanking,Transportation,auto,Paid bill,1697.32,Expense,INR
2025-05-31,Debit Card,Household,Kirana,Train ticket,54.07,Expense,INR
2025-06-22,Debit Card,Public Provident Fund,Public Provident Fund,Medical bill,3029.86,Expense,INR
2025-03-15,UPI,Festivals,Holi,Paid bill,2752.1,Expense,INR
2025-05-05,Credit Card,Food,Milk,Lunch at cafe,2419.78,Expense,INR
2025-05-18,Netbanking,Education,Stationary,Lunch at cafe,1348.54,Expense,INR
2025-04-19,Credit Card,Food,snacks,Online course,389.07,Expense,INR
2025-02-02,Netbanking,Other,Donation,Bought groceries,2458.71,Income,INR
2025-04-17,Credit Card,water (jar /tanker),water (jar /tanker),Festival shopping,3992.45,Expense,INR
2025-01-22,UPI,Tourism,Trip,Train ticket,532.66,Expense,INR
2025-03-16,Debit Card,Other,Donation,Lunch at cafe,733.2,Expense,INR
2025-06-10,Credit Card,Food,Grocery,Movie night,2515.41,Expense,INR
2025-06-02,Cash,Food,snacks,Medical bill,822.57,Expense,INR
2025-03-02,UPI,Other,Donation,Subscription renewal,1763.11,Expense,INR
2025-06-22,Debit Card,Recurring Deposit,Recurring Deposit,Train ticket,1236.59,Expense,INR
2025-02-25,Debit Card,Food,Grocery,Subscription renewal,305.09,Expense,INR
2025-04-09,Netbanking,Food,Dinner,Movie night,607.68,Expense,INR
2025-06-05,UPI,Transportation,Taxi,Train ticket,2658.91,Expense,INR
2025-02-24,UPI,Culture,Movie,Paid bill,3301.06,Expense,INR
2025-03-07,Cash,Public Provident Fund,Public Provident Fund,UPI transfer,2638.39,Expense,INR
2025-01-17,UPI,subscription,DishTV,Festival shopping,3050.39,Expense,INR
2025-02-23,Debit Card,Investment,Mutual fund,Train ticket,2067.01,Expense,INR
2025-01-03,Debit Card,Transportation,Taxi,UPI transfer,2768.5,Expense,INR
2025-02-25,Netbanking,water (jar /tanker),water (jar /tanker),Subscription renewal,1185.58,Expense,INR
2025-01-17,Netbanking,Household,Kirana,Subscription renewal,3759.98,Expense,INR
2025-03-20,UPI,Household,Kirana,Online course,1901.66,Expense,INR
2025-02-27,Netbanking,Culture,Movie,Festival shopping,253.21,Expense,INR
2025-04-22,Cash,subscription,Tata Sky,Bought groceries,3379.52,Expense,INR
2025-06-21,UPI,Tourism,Trip,Bought groceries,781.07,Expense,INR
2025-03-29,Debit Card,Health,Medicine,Online course,3576.68,Expense,INR
2025-05-12,Cash,Transportation,auto,Festival shopping,1467.57,Expense,INR
2025-05-19,Credit Card,Education,Stationary,Subscription renewal,1113.19,Expense,INR
2025-01-02,Cash,Festivals,Holi,Subscription renewal,300.06,Expense,INR
2025-01-15,Cash,Gift,Gift,Paid bill,2135.82,Expense,INR
2025-06-19,Credit Card,Gift,Gift,Movie night,3019.89,Income,INR
2025-02-17,Netbanking,Grooming,Saloon,Festival shopping,4574.11,Expense,INR
2025-01-15,Netbanking,Household,Kirana,Medical bill,2930.97,Expense,INR
2025-05-18,Cash,Festivals,Diwali,Bought groceries,947.7,Expense,INR
2025-03-30,Cash,subscription,Tata Sky,Movie night,522.98,Expense,INR
2025-01-13,UPI,Gift,Gift,Movie night,887.73,Expense,INR
2025-01-16,Cash,subscription,Airtel,Bought groceries,4020.53,Expense,INR
2025-05-12,UPI,Grooming,Saloon,Paid bill,2381.44,Expense,INR
2025-01-17,Cash,subscription,Amazon Prime,Subscription renewal,299.0,Income,INR
2025-04-18,UPI,Transportation,Taxi,UPI transfer,4705.7,Expense,INR
2025-01-20,Netbanking,Food,Grocery,Festival shopping,1439.28,Expense,INR
2025-02-18,UPI,Food,Grocery,UPI transfer,4775.6,Income,INR
2025-06-05,Credit Card,Household,Kirana,Movie night,1921.52,Income,INR
2025-05-25,Cash,Apparel,Footwear,Paid bill,1810.34,Expense,INR
2025-04-27,Credit Card,subscription,DishTV,Online course,4687.72,Expense,INR
2025-05-13,UPI,Household,Kirana,Bought groceries,4083.42,Expense,INR
2025-05-28,Netbanking,Investment,Mutual fund,Medical bill,114.94,Expense,INR
2025-02-27,Credit Card,Festivals,Holi,Paid bill,1423.38,Expense,INR
2025-02-11,Cash,Gift,Gift,UPI transfer,1404.38,Expense,INR
2025-01-07,UPI,Apparel,Clothing,Online course,1733.82,Expense,INR
2025-04-18,Credit Card,Apparel,Footwear,Medical bill,1417.95,Expense,INR
2025-04-13,UPI,Recurring Deposit,Recurring Deposit,Train ticket,3954.21,Expense,INR
2024-12-30,UPI,Self-development,Self-development,Train ticket,4055.85,Expense,INR
2025-01-29,Credit Card,Household,Kirana,Subscription renewal,594.26,Expense,INR
2025-04-08,Cash,Public Provident Fund,Public Provident Fund,Online course,862.1,Expense,INR
2025-03-14,Credit Card,Public Provident Fund,Public Provident Fund,Lunch at cafe,2800.72,Expense,INR
2025-06-16,Netbanking,Transportation,Taxi,UPI transfer,4098.56,Expense,INR
2025-04-28,Cash,subscription,Edtech Course,Bought groceries,313.71,Expense,INR
2025-05-29,UPI,subscription,Spotify,Medical bill,149.0,Expense,INR
2025-01-27,Netbanking,Other,Donation,Subscription renewal,4808.48,Expense,INR
2025-02-16,Netbanking,subscription,Tata Sky,Bought groceries,540.44,Expense,INR
2025-05-18,Credit Card,Education,Stationary,Festival shopping,802.21,Expense,INR
2025-03-02,Credit Card,Gift,Gift,Festival shopping,2601.08,Expense,INR
2025-06-05,UPI,Health,Medicine,Bought groceries,217.55,Expense,INR
2025-05-16,UPI,Health,Medicine,UPI transfer,137.7,Expense,INR
2025-01-20,Credit Card,Beauty,grooming,Online course,4334.04,Expense,INR
2025-02-08,UPI,Festivals,Diwali,Online course,697.17,Expense,INR
2025-02-07,Debit Card,subscription,Edtech Course,Festival shopping,1471.21,Expense,INR
2025-05-26,Netbanking,Tourism,Trip,Lunch at cafe,2480.53,Expense,INR
2025-01-11,Debit Card,Family,Pocket money,Online course,1335.94,Expense,INR
2025-03-15,Netbanking,Rent,Rent,Paid bill,3738.62,Expense,INR
2025-01-04,Cash,Public Provident Fund,Public Provident Fund,Lunch at cafe,2011.09,Expense,INR
2025-04-11,UPI,Festivals,Holi,Online course,1577.98,Expense,INR
2025-06-12,Debit Card,subscription,Netflix,Online course,649.0,Expense,INR
2025-06-17,Debit Card,subscription,Tata Sky,Lunch at cafe,428.31,Expense,INR
2025-04-18,Credit Card,subscription,Airtel,Lunch at cafe,1722.77,Expense,INR
2025-03-18,Netbanking,Education,Stationary,UPI transfer,2217.1,Expense,INR
2025-06-19,Debit Card,Household,Appliances,Subscription renewal,2286.09,Expense,INR
2025-03-28,UPI,subscription,Netflix,Medical bill,199.0,Expense,INR
2025-04-02,Cash,Beauty,grooming,Festival shopping,568.65,Expense,INR
2025-04-17,Debit Card,Apparel,Footwear,UPI transfer,4531.31,Expense,INR
2025-05-17,UPI,Beauty,grooming,Bought groceries,2524.77,Expense,INR
2025-04-13,Debit Card,Investment,Mutual fund,Online course,2215.8,Expense,INR
2025-05-31,Cash,Beauty,grooming,Paid bill,3432.95,Expense,INR
2025-06-03,Netbanking,subscription,Edtech Course,Train ticket,1903.92,Expense,INR
2025-02-07,UPI,subscription,DishTV,Online course,1500.41,Expense,INR
2025-04-17,Debit Card,Other,Donation,Movie night,2158.42,Expense,INR
2025-01-16,Netbanking,Food,Lunch,Train ticket,2134.2,Expense,INR
2025-04-13,Debit Card,subscription,Edtech Course,Movie night,480.68,Expense,INR
2025-02-15,Debit Card,Festivals,Diwali,Bought groceries,140.79,Expense,INR
2025-06-04,UPI,Transportation,Train,Festival shopping,3432.19,Expense,INR
2025-05-04,Cash,Grooming,Saloon,Movie night,4013.4,Income,INR
2025-02-15,Netbanking,Food,Dinner,Lunch at cafe,4321.47,Expense,INR
2025-05-22,Netbanking,Tourism,Trip,Online course,2226.85,Expense,INR
2025-05-11,Netbanking,Festivals,Diwali,Movie night,2473.92,Expense,INR
2025-01-28,Debit Card,subscription,DishTV,Online course,2563.85,Expense,INR
2025-03-25,Netbanking,Family,Pocket money,Paid bill,1548.15,Expense,INR
2025-05-01,Credit Card,Self-development,Self-development,Lunch at cafe,4779.32,Expense,INR
2025-05-17,Credit Card,Money transfer,Money transfer,Festival shopping,2698.68,Expense,INR
2025-05-12,Credit Card,subscription,DishTV,Medical bill,2995.3,Expense,INR
2025-02-24,UPI,Public Provident Fund,Public Provident Fund,Bought groceries,4763.53,Expense,INR
2025-04-29,UPI,Food,snacks,Festival shopping,726.63,Expense,INR
2025-04-02,Debit Card,Beauty,grooming,Online course,2284.72,Expense,INR
2025-06-13,UPI,subscription,Airtel,Lunch at cafe,2167.67,Expense,INR
2025-02-02,Credit Card,subscription,DishTV,Movie night,3744.66,Expense,INR
2025-05-16,Cash,Transportation,Taxi,Bought groceries,1370.53,Expense,INR
2025-03-18,Debit Card,Household,Appliances,Subscription renewal,3464.15,Expense,INR
2025-04-07,UPI,Rent,Rent,Lunch at cafe,663.82,Expense,INR
2025-01-02,Netbanking,subscription,Tata Sky,Bought groceries,3491.17,Expense,INR
2025-01-28,UPI,Food,Milk,Lunch at cafe,1618.98,Expense,INR
2025-04-09,Credit Card,Family,Pocket money,Medical bill,4535.89,Expense,INR
2025-01-23,Credit Card,Family,Pocket money,Bought groceries,2440.98,Expense,INR
2025-04-12,UPI,Beauty,grooming,Subscription renewal,645.03,Expense,INR
2025-01-25,Credit Card,Food,Grocery,Medical bill,4019.37,Expense,INR
2025-05-13,Debit Card,Food,Dinner,Paid bill,4006.09,Expense,INR
2025-04-19,Debit Card,Household,Kirana,Online course,4255.26,Expense,INR
2025-06-14,UPI,Public Provident Fund,Public Provident Fund,Subscription renewal,1159.78,Expense,INR
2025-06-17,UPI,Education,Stationary,Paid bill,170.51,Expense,INR
2025-05-16,Netbanking,Apparel,Clothing,UPI transfer,1168.21,Expense,INR
2025-01-10,Netbanking,subscription,Edtech Course,Medical bill,2158.1,Expense,INR
2025-03-01,UPI,Transportation,auto,Subscription renewal,1915.67,Expense,INR
2025-05-22,Credit Card,Rent,Rent,UPI transfer,4125.87,Expense,INR
2024-12-31,Netbanking,Transportation,auto,Bought groceries,4382.96,Expense,INR
2025-01-02,Credit Card,subscription,Tata Sky,Paid bill,1515.52,Expense,INR
2025-04-06,Cash,water (jar /tanker),water (jar /tanker),Lunch at cafe,2927.56,Expense,INR
2025-03-22,Netbanking,Transportation,Taxi,Train ticket,3764.39,Expense,INR
2025-06-16,UPI,Food,Lunch,Lunch at cafe,3732.41,Expense,INR
2025-03-20,Netbanking,Social Life,Leisure,Subscription renewal,4378.65,Expense,INR
2025-06-01,Credit Card,Festivals,Diwali,Bought groceries,3395.75,Expense,INR
2025-06-15,Debit Card,Food,Milk,Movie night,4016.37,Expense,INR
2025-05-16,UPI,subscription,Netflix,Movie night,499.0,Income,INR
2025-03-01,Credit Card,Food,Lunch,Festival shopping,2166.39,Expense,INR
2025-05-11,Netbanking,Education,Stationary,Online course,2719.54,Expense,INR
2025-04-12,UPI,Recurring Deposit,Recurring Deposit,Train ticket,3170.04,Expense,INR
2025-04-04,Cash,Tourism,Trip,Medical bill,3493.79,Expense,INR
2025-03-06,UPI,subscription,DishTV,Online course,256.59,Expense,INR
2025-06-14,Credit Card,Health,Medicine,Movie night,3386.39,Expense,INR
2025-02-18,UPI,Money transfer,Money transfer,Bought groceries,2247.95,Expense,INR
2025-02-03,UPI,Money transfer,Money transfer,UPI transfer,219.94,Expense,INR
2025-04-16,Cash,Investment,Mutual fund,Subscription renewal,3595.18,Expense,INR
2025-04-08,UPI,subscription,Tata Sky,Paid bill,4612.34,Expense,INR
2025-01-31,Cash,subscription,Spotify,Paid bill,149.0,Expense,INR
2025-01-11,Debit Card,subscription,Amazon Prime,Lunch at cafe,1499.0,Expense,INR
2025-01-21,Credit Card,Food,Grocery,Bought groceries,885.36,Expense,INR
2025-06-17,Netbanking,Apparel,Footwear,Festival shopping,4561.06,Expense,INR
2025-03-30,Netbanking,Family,Pocket money,Paid bill,856.43,Expense,INR
