Date,Mode,Category,Subcategory,Note,Amount,Income/Expense,Currency
2025-04-22,Credit Card,Festivals,Holi,Medical bill,1814.57,Expense,INR
2025-03-15,Cash,Transportation,auto,Train ticket,4103.05,Expense,INR
2025-05-04,UPI,Food,Grocery,Paid bill,4446.14,Expense,INR
2025-03-10,Netbanking,Apparel,Footwear,UPI transfer,2725.23,Expense,INR
2025-01-24,Cash,Health,Medicine,Subscription renewal,3368.16,Expense,INR
2024-12-27,Netbanking,Culture,Movie,Festival shopping,3144.26,Income,INR
2025-01-15,Credit Card,Apparel,Footwear,Lunch at cafe,3089.52,Expense,INR
2025-03-24,Cash,Culture,Movie,Movie night,3763.9,Expense,INR
2025-04-09,Debit Card,Food,Grocery,Movie night,3239.44,Expense,INR
2025-06-14,Debit Card,Rent,Rent,UPI transfer,1160.19,Income,INR
2025-01-29,Credit Card,Money transfer,Money transfer,Subscription renewal,1239.71,Income,INR
2025-01-30,Debit Card,Food,snacks,Paid bill,2147.4,Income,INR
2025-03-19,Credit Card,Money transfer,Money transfer,Medical bill,4317.43,Expense,INR
2025-01-27,Netbanking,subscription,Amazon Prime,Medical bill,599.0,Expense,INR
2025-02-25,UPI,Festivals,Holi,UPI transfer,2225.56,Expense,INR
2025-03-09,Debit Card,Social Life,Leisure,Paid bill,951.01,Expense,INR
2025-05-22,Cash,Other,Donation,UPI transfer,1531.07,Expense,INR
2025-05-10,Credit Card,Gift,Gift,Subscription renewal,338.69,Expense,INR
2025-03-02,UPI,Transportation,auto,Festival shopping,324.48,Expense,INR
2025-03-22,Credit Card,Household,Appliances,Lunch at cafe,607.75,Expense,INR
2025-06-08,Credit Card,subscription,Edtech Course,Festival shopping,4339.42,Expense,INR
2025-05-29,Netbanking,Money transfer,Money transfer,Medical bill,4825.61,Expense,INR
2025-05-04,Netbanking,Grooming,Saloon,Subscription renewal,1435.62,Expense,INR
2025-05-15,Credit Card,Food,snacks,Lunch at cafe,1012.94,Expense,INR
2025-04-24,Cash,Household,Appliances,UPI transfer,782.36,Expense,INR
2024-12-26,Debit Card,Transportation,Taxi,Movie night,3433.67,Expense,INR
2025-05-19,UPI,Food,Milk,Train ticket,1687.23,Expense,INR
2025-01-08,Cash,Food,snacks,Movie night,2808.94,Expense,INR
2025-04-11,Debit Card,Tourism,Trip,Movie night,2146.6,Expense,INR
2025-02-22,Cash,Food,Lunch,UPI transfer,4325.32,Expense,INR
2025-01-30,UPI,Social Life,Leisure,Bought groceries,2481.35,Expense,INR
2025-04-13,Cash,Rent,Rent,Train ticket,4102.84,Expense,INR
2025-03-28,UPI,Transportation,Train,Festival shopping,1003.43,Expense,INR
2025-03-05,Debit Card,Festivals,Holi,Bought groceries,1779.09,Expense,INR
2025-01-30,Debit Card,water (jar /tanker),water (jar /tanker),Paid bill,270.57,Expense,INR
2025-01-28,Debit Card,subscription,DishTV,Subscription renewal,4708.62,Expense,INR
2025-05-17,UPI,Apparel,Clothing,Paid bill,2320.91,Expense,INR
2024-12-26,Cash,Grooming,Saloon,Medical bill,648.95,Expense,INR
2025-04-20,Debit Card,Public Provident Fund,Public Provident Fund,Medical bill,996.63,Expense,INR
2025-06-09,Netbanking,Public Provident Fund,Public Provident Fund,UPI transfer,406.05,Expense,INR
2025-05-02,Credit Card,subscription,Edtech Course,Subscription renewal,2823.57,Expense,INR
2025-05-23,Debit Card,Food,Grocery,UPI transfer,2422.61,Expense,INR
2025-03-24,Credit Card,Self-development,Self-development,Medical bill,1470.62,Expense,INR
2025-03-18,Cash,Apparel,Footwear,Online course,2989.93,Expense,INR
2025-01-04,Debit Card,Transportation,auto,Medical bill,4857.5,Expense,INR
2025-02-19,UPI,subscription,Tata Sky,Train ticket,702.69,Expense,INR
2025-01-22,Netbanking,Food,snacks,Movie night,571.45,Expense,INR
2025-01-13,Netbanking,Apparel,Clothing,UPI transfer,3761.04,Expense,INR
2025-05-11,Credit Card,Food,Grocery,Paid bill,1388.93,Expense,INR
2025-02-15,Debit Card,subscription,Amazon Prime,Bought groceries,299.0,Expense,INR
2025-05-26,UPI,Tourism,Trip,Movie night,3122.68,Expense,INR
2025-06-08,UPI,Health,Medicine,Movie night,3535.95,Expense,INR
2025-03-09,Debit Card,subscription,Spotify,UPI transfer,25.0,Expense,INR
2025-03-14,Debit Card,Festivals,Holi,Lunch at cafe,4276.77,Expense,INR
2025-02-01,Debit Card,Social Life,Leisure,Paid bill,441.16,Expense,INR
2025-01-16,Cash,Gift,Gift,Movie night,3519.56,Expense,INR
2025-03-29,Debit Card,Food,Grocery,Medical bill,230.17,Expense,INR
2025-01-27,Cash,Money transfer,Money transfer,Movie night,3210.39,Expense,INR
2025-06-11,Cash,Grooming,Saloon,Paid bill,1038.8,Expense,INR
2025-01-22,Cash,Festivals,Diwali,Subscription renewal,3283.83,Income,INR
2025-05-30,Debit Card,Food,Grocery,UPI transfer,4064.9,Expense,INR
2025-05-01,Cash,Tourism,Trip,UPI transfer,4254.57,Expense,INR
2025-03-20,Credit Card,Education,Stationary,Subscription renewal,1790.08,Expense,INR
2025-03-08,UPI,Culture,Movie,Lunch at cafe,2588.46,Expense,INR
2025-01-12,Debit Card,Public Provident Fund,Public Provident Fund,Online course,3903.31,Expense,INR
2025-05-22,Netbanking,subscription,Airtel,Medical bill,1819.76,Expense,INR
2025-01-29,Debit Card,Social Life,Leisure,Bought groceries,4805.76,Expense,INR
2025-03-10,UPI,Self-development,Self-development,Medical bill,1925.61,Expense,INR
2025-02-26,UPI,water (jar /tanker),water (jar /tanker),UPI transfer,4364.68,Expense,INR
2025-02-11,Cash,Transportation,Taxi,Subscription renewal,2898.92,Expense,INR
2025-03-01,Debit Card,Transportation,Train,Subscription renewal,1653.48,Expense,INR
2025-02-08,Cash,Recurring Deposit,Recurring Deposit,Train ticket,4500.95,Expense,INR
2025-04-02,UPI,Money transfer,Money transfer,Subscription renewal,1664.95,Expense,INR
2025-03-15,Credit Card,Health,Medicine,Online course,3520.76,Expense,INR
2025-02-14,Debit Card,Tourism,Trip,Lunch at cafe,2555.97,Expense,INR
2025-03-08,Credit Card,Household,Appliances,Movie night,4659.22,Expense,INR
2025-02-22,Cash,Food,Dinner,Movie night,149.0,Expense,INR
2025-05-01,Cash,water (jar /tanker),water (jar /tanker),Lunch at cafe,2146.39,Expense,INR
2025-06-20,Credit Card,Household,Appliances,Subscription renewal,697.55,Expense,INR
2024-12-29,Credit Card,Gift,Gift,Online course,2532.87,Expense,INR
2025-05-17,Netbanking,Beauty,grooming,Bought groceries,236.95,Expense,INR
2025-02-06,Credit Card,subscription,Airtel,UPI transfer,2575.3,Expense,INR
2025-01-09,Cash,water (jar /tanker),water (jar /tanker),UPI transfer,4318.53,Expense,INR
2025-04-07,Debit Card,subscription,Spotify,Bought groceries,119.0,Income,INR
2025-01-01,Cash,Public Provident Fund,Public Provident Fund,UPI transfer,852.99,Expense,INR
2025-02-19,Debit Card,Festivals,Diwali,Subscription renewal,1683.57,Expense,INR
2025-03-20,Debit Card,Recurring Deposit,Recurring Deposit,Medical bill,1314.67,Expense,INR
2025-04-06,Cash,Public Provident Fund,Public Provident Fund,UPI transfer,2987.49,Expense,INR
2025-03-23,UPI,Food,Grocery,Movie night,3823.18,Expense,INR
2025-02-08,Netbanking,Investment,Mutual fund,Movie night,2753.54,Expense,INR
2024-12-31,UPI,Grooming,Saloon,Lunch at cafe,4607.31,Expense,INR
2025-02-28,Netbanking,Transportation,Train,Train ticket,1306.92,Expense,INR
2025-04-26,Netbanking,subscription,Netflix,UPI transfer,199.0,Income,INR
2025-02-26,Netbanking,Grooming,Saloon,Bought groceries,3282.24,Expense,INR
2025-03-12,UPI,Food,Grocery,Medical bill,4020.59,Expense,INR
2025-06-22,UPI,Transportation,auto,Paid bill,3191.03,Expense,INR
2025-03-01,Cash,Food,snacks,Paid bill,2919.07,Expense,INR
2025-05-08,Debit Card,Grooming,Saloon,Train ticket,3044.77,Expense,INR
2025-02-25,Cash,Apparel,Clothing,Movie night,3220.92,Expense,INR
2025-06-19,UPI,Food,Dinner,Train ticket,687.92,Expense,INR
2025-02-26,Netbanking,subscription,Tata Sky,Movie night,1334.72,Expense,INR
2025-05-03,UPI,Recurring Deposit,Recurring Deposit,Online course,2551.18,Expense,INR
2025-04-30,UPI,Other,Donation,Online course,4926.18,Expense,INR
2025-02-15,UPI,Other,Donation,Festival shopping,848.56,Expense,INR
2025-06-17,Cash,Investment,Mutual fund,Train ticket,250.93,Expense,INR
2025-03-05,Cash,Gift,Gift,Paid bill,396.33,Expense,INR
2025-05-23,Netbanking,Household,Kirana,Movie night,4008.22,Expense,INR
2025-04-06,Cash,Family,Pocket money,Movie night,3134.66,Expense,INR
2025-02-11,Credit Card,subscription,Spotify,Subscription renewal,7.0,Expense,INR
2025-01-19,Debit Card,Social Life,Leisure,Movie night,4462.79,Expense,INR
2025-05-31,Debit Card,Health,Medicine,UPI transfer,2992.3,Expense,INR
2025-05-19,Netbanking,subscription,Tata Sky,Online course,1876.98,Expense,INR
2025-06-07,Cash,Transportation,Taxi,Festival shopping,3272.2,Expense,INR
2025-02-19,Netbanking,Self-development,Self-development,Paid bill,4449.16,Expense,INR
2025-05-31,Debit Card,Other,Donation,Paid bill,2794.78,Expense,INR
2025-02-19,Debit Card,Money transfer,Money transfer,Lunch at cafe,2785.72,Expense,INR
2025-05-25,UPI,Apparel,Footwear,Paid bill,2303.34,Expense,INR
2025-05-23,UPI,Household,Appliances,Medical bill,2121.76,Expense,INR
2025-01-04,UPI,Food,snacks,Paid bill,2561.46,Expense,INR
2025-01-15,Netbanking,subscription,Tata Sky,Festival shopping,4852.65,Expense,INR
2025-04-18,Netbanking,Food,Grocery,Medical bill,1831.16,Expense,INR
2025-03-26,Netbanking,Beauty,grooming,Festival shopping,4172.11,Expense,INR
2025-04-30,Cash,subscription,Airtel,Bought groceries,3397.7,Expense,INR
2025-06-23,UPI,Food,Grocery,Subscription renewal,2354.03,Expense,INR
2025-01-31,Debit Card,Rent,Rent,Bought groceries,735.07,Expense,INR
2025-04-17,Debit Card,Self-development,Self-development,Subscription renewal,125.83,Expense,INR
2025-05-04,Netbanking,Money transfer,Money transfer,UPI transfer,4666.05,Expense,INR
2025-01-01,Netbanking,subscription,Airtel,Lunch at cafe,669.88,Expense,INR
2025-01-27,Cash,Rent,Rent,Bought groceries,1936.19,Expense,INR
2025-01-22,Netbanking,Self-development,Self-development,Lunch at cafe,3344.28,Expense,INR
2025-03-15,Netbanking,Grooming,Saloon,Medical bill,2556.67,Expense,INR
2025-02-23,UPI,Festivals,Holi,Medical bill,1839.35,Expense,INR
2025-01-24,Credit Card,Household,Kirana,Lunch at cafe,3218.16,Income,INR
2025-03-20,Credit Card,subscription,Tata Sky,Subscription renewal,2421.42,Expense,INR
2025-05-13,UPI,Health,Medicine,Subscription renewal,4905.22,Expense,INR
2025-06-18,UPI,Rent,Rent,Online course,3698.23,Expense,INR
2025-06-17,Debit Card,Household,Kirana,Subscription renewal,3574.21,Expense,INR
2025-02-25,Cash,Food,Dinner,Movie night,3520.71,Expense,INR
2025-01-14,Debit Card,Family,Pocket money,Festival shopping,3585.96,Expense,INR
2025-02-09,Debit Card,Apparel,Footwear,UPI transfer,202.34,Expense,INR
2025-05-01,Credit Card,subscription,Airtel,Subscription renewal,3232.9,Expense,INR
2025-06-22,Credit Card,subscription,Tata Sky,Medical bill,3860.8,Expense,INR
2025-03-03,UPI,Recurring Deposit,Recurring Deposit,Festival shopping,922.76,Expense,INR
2025-01-07,Netbanking,subscription,Netflix,Movie night,199.0,Expense,INR
2025-05-21,Cash,Education,Stationary,Medical bill,1297.43,Expense,INR
2025-04-18,Credit Card,water (jar /tanker),water (jar /tanker),Festival shopping,3483.7,Expense,INR
2025-04-24,Debit Card,Social Life,Leisure,Movie night,2759.58,Expense,INR
2025-04-12,UPI,Self-development,Self-development,Bought groceries,1019.48,Expense,INR
2025-01-30,Cash,Food,Milk,Bought groceries,3699.89,Expense,INR
2025-03-20,UPI,Food,Lunch,Festival shopping,4130.31,Expense,INR
2025-01-12,Debit Card,Health,Medicine,Online course,2212.96,Expense,INR
2024-12-27,Credit Card,Gift,Gift,Bought groceries,66.07,Expense,INR
2025-05-01,Netbanking,Self-development,Self-development,Subscription renewal,2633.65,Expense,INR
2025-03-07,UPI,Household,Appliances,Movie night,4248.51,Income,INR
2025-03-29,Debit Card,Food,Milk,Movie night,4563.17,Expense,INR
2025-01-31,Netbanking,Apparel,Clothing,UPI transfer,2352.08,Expense,INR
2025-03-11,Debit Card,Gift,Gift,Movie night,4300.87,Expense,INR
2025-06-10,Debit Card,Transportation,Taxi,Train ticket,4251.84,Expense,INR
2025-01-08,Cash,Culture,Movie,Bought groceries,2628.27,Expense,INR
2025-03-11,Netbanking,subscription,Netflix,Train ticket,499.0,Expense,INR
2025-01-29,Cash,subscription,Airtel,Train ticket,3135.97,Expense,INR
2025-06-08,Netbanking,Gift,Gift,Bought groceries,3433.5,Expense,INR
2025-05-17,Netbanking,Festivals,Diwali,Festival shopping,181.84,Expense,INR
2025-03-04,Netbanking,Transportation,auto,Festival shopping,3403.77,Expense,INR
2025-01-05,Credit Card,Beauty,grooming,Bought groceries,694.71,Expense,INR
2025-03-31,Debit Card,Education,Stationary,Train ticket,3691.7,Expense,INR
2025-03-04,Credit Card,Household,Kirana,Paid bill,4762.09,Expense,INR
2025-05-09,Credit Card,Public Provident Fund,Public Provident Fund,Medical bill,2083.47,Income,INR
2025-02-13,Credit Card,Education,Stationary,Bought groceries,2168.3,Expense,INR
2025-03-06,Netbanking,Culture,Movie,UPI transfer,4868.46,Expense,INR
2025-01-28,Netbanking,Food,snacks,Subscription renewal,1936.12,Expense,INR
2025-02-20,Debit Card,subscription,Spotify,UPI transfer,119.0,Expense,INR
2025-06-07,Cash,Public Provident Fund,Public Provident Fund,Train ticket,4194.15,Expense,INR
2025-02-06,Cash,water (jar /tanker),water (jar /tanker),Lunch at cafe,1071.05,Expense,INR
2025-06-01,Credit Card,subscription,Airtel,Train ticket,4658.22,Expense,INR
2025-05-06,Debit Card,Food,snacks,Paid bill,1914.34,Income,INR
2025-01-08,Debit Card,Transportation,Train,Movie night,395.34,Expense,INR
2025-02-06,Debit Card,subscription,Airtel,Festival shopping,1074.54,Expense,INR
2025-03-03,UPI,Health,Medicine,UPI transfer,2677.02,Expense,INR
2025-05-24,Cash,Household,Kirana,Movie night,1792.28,Income,INR
2025-05-07,Netbanking,Transportation,Train,Subscription renewal,2866.33,Expense,INR
2025-04-06,Debit Card,Health,Medicine,Lunch at cafe,2915.21,Expense,INR
2024-12-29,Debit Card,Other,Donation,Bought groceries,3133.34,Expense,INR
2025-01-15,Cash,Household,Appliances,Festival shopping,2212.8,Expense,INR
2025-01-04,Netbanking,subscription,Netflix,Lunch at cafe,649.0,Expense,INR
2025-06-22,Cash,Grooming,Saloon,Festival shopping,3705.46,Income,INR
2025-03-10,Cash,Apparel,Footwear,Medical bill,3700.44,Expense,INR
2024-12-30,Credit Card,subscription,Spotify,Subscription renewal,179.0,Expense,INR
2025-06-08,Debit Card,Rent,Rent,Paid bill,1827.47,Expense,INR
2025-03-19,UPI,Gift,Gift,Online course,1017.97,Expense,INR
2025-03-19,Netbanking,Transportation,auto,UPI transfer,1675.46,Expense,INR
2025-03-30,Debit Card,Household,Appliances,Bought groceries,4370.55,Expense,INR
2025-04-30,Cash,Transportation,Taxi,Bought groceries,4851.31,Expense,INR
2025-04-12,UPI,Food,Dinner,Paid bill,1242.33,Income,INR
2025-01-28,Cash,Transportation,Taxi,Paid bill,4647.2,Expense,INR
2025-05-15,UPI,Recurring Deposit,Recurring Deposit,Medical bill,3893.48,Expense,INR
2025-05-23,Debit Card,subscription,Spotify,Paid bill,179.0,Expense,INR
2025-03-06,Cash,subscription,Edtech Course,Train ticket,2396.36,Expense,INR
2025-02-13,Credit Card,Beauty,grooming,Movie night,2510.23,Expense,INR
2025-04-14,Cash,subscription,DishTV,Subscription renewal,2068.29,Expense,INR
2024-12-29,Cash,subscription,Airtel,Subscription renewal,2326.63,Expense,INR
2025-01-16,Credit Card,Social Life,Leisure,Festival shopping,4094.46,Expense,INR
2025-01-02,Netbanking,subscription,Netflix,Bought groceries,149.0,Income,INR
2025-01-07,UPI,Apparel,Footwear,Paid bill,2621.84,Expense,INR
2025-01-09,Cash,Health,Medicine,Train ticket,1092.11,Expense,INR
2025-04-02,Cash,Health,Medicine,Movie night,2128.34,Income,INR
2025-05-26,UPI,Household,Appliances,Train ticket,2765.02,Expense,INR
2025-04-03,Cash,Investment,Mutual fund,Medical bill,128.22,Expense,INR
2025-01-10,Debit Card,Recurring Deposit,Recurring Deposit,Online course,2582.05,Expense,INR
2025-05-20,UPI,Recurring Deposit,Recurring Deposit,UPI transfer,1750.41,Expense,INR
2025-05-01,Debit Card,Health,Medicine,Train ticket,1524.77,Expense,INR
2025-06-14,Netbanking,Food,Dinner,Lunch at cafe,958.1,Expense,INR
2025-03-03,Debit Card,Household,Kirana,Train ticket,1976.66,Expense,INR
2025-04-24,Cash,Food,snacks,Medical bill,815.49,Expense,INR
2025-03-22,Netbanking,Transportation,auto,Bought groceries,3892.58,Expense,INR
2025-02-07,Cash,Transportation,Taxi,Online course,4233.14,Expense,INR
2025-04-11,Debit Card,Transportation,auto,Paid bill,4236.89,Expense,INR
2025-03-02,Credit Card,Health,Medicine,Paid bill,2208.48,Expense,INR
2025-05-22,UPI,Food,Lunch,Medical bill,3012.79,Expense,INR
2025-04-05,Netbanking,subscription,Airtel,Movie night,2376.48,Expense,INR
2025-01-12,UPI,Transportation,Train,Bought groceries,2511.25,Expense,INR
2025-06-05,Credit Card,subscription,Airtel,Movie night,4650.14,Expense,INR
2025-01-28,Debit Card,Beauty,grooming,Lunch at cafe,2475.48,Expense,INR
2025-02-18,Debit Card,subscription,Tata Sky,Bought groceries,185.0,Expense,INR
2025-02-20,UPI,Self-development,Self-development,Train ticket,2126.58,Expense,INR
2025-04-12,Debit Card,Festivals,Diwali,UPI transfer,1890.26,Expense,INR
2025-04-15,Cash,Grooming,Saloon,Subscription renewal,602.89,Expense,INR
2025-02-01,Credit Card,Health,Medicine,Online course,1823.7,Expense,INR
2025-01-21,Debit Card,Investment,Mutual fund,Subscription renewal,2065.23,Expense,INR
2025-05-07,Netbanking,Education,Stationary,Movie night,3102.63,Expense,INR
2025-05-19,Netbanking,Other,Donation,Medical bill,978.28,Expense,INR
2025-03-28,Credit Card,Transportation,Train,Festival shopping,1785.53,Expense,INR
2024-12-27,Netbanking,Food,snacks,Paid bill,2967.44,Expense,INR
2025-05-24,Credit Card,subscription,Edtech Course,Paid bill,2188.21,Expense,INR
2025-03-30,Cash,Culture,Movie,Festival shopping,463.61,Expense,INR
2025-03-01,Debit Card,subscription,Airtel,Bought groceries,2192.54,Expense,INR
2025-05-30,UPI,Household,Kirana,Paid bill,3534.43,Expense,INR
2025-05-21,UPI,Social Life,Leisure,UPI transfer,2355.4,Expense,INR
2025-02-28,Netbanking,Food,Dinner,Medical bill,2385.76,Expense,INR
2025-04-26,Netbanking,Apparel,Clothing,Lunch at cafe,2752.85,Expense,INR
2025-02-07,Cash,Culture,Movie,Subscription renewal,2881.53,Expense,INR
2025-01-24,Netbanking,Apparel,Clothing,Lunch at cafe,4631.31,Expense,INR
2025-04-20,Cash,Food,Milk,Subscription renewal,3264.72,Expense,INR
2025-04-29,Debit Card,Festivals,Holi,Movie night,3707.83,Expense,INR
2025-03-21,Credit Card,Gift,Gift,UPI transfer,1905.38,Expense,INR
2025-01-29,Debit Card,Food,Grocery,Paid bill,4257.17,Expense,INR
2025-01-25,Cash,Investment,Mutual fund,Paid bill,2698.16,Expense,INR
2025-05-02,Debit Card,subscription,Tata Sky,Lunch at cafe,3234.21,Expense,INR
2024-12-26,Cash,Investment,Mutual fund,Subscription renewal,4788.63,Expense,INR
2024-12-31,UPI,Rent,Rent,Train ticket,2622.0,Expense,INR
2025-02-07,Netbanking,Apparel,Clothing,Movie night,4892.19,Expense,INR
2025-04-14,Credit Card,Family,Pocket money,Bought groceries,4622.27,Expense,INR
2025-06-02,Cash,Apparel,Footwear,Subscription renewal,3104.72,Expense,INR
2025-04-25,UPI,subscription,Airtel,Lunch at cafe,2396.53,Expense,INR
2025-05-19,Netbanking,Apparel,Clothing,Train ticket,1010.33,Expense,INR
2025-01-28,Debit Card,subscription,DishTV,Subscription renewal,189.85,Expense,INR
2025-06-07,Credit Card,Apparel,Clothing,Bought groceries,3848.85,Expense,INR
2025-06-07,Netbanking,subscription,Netflix,UPI transfer,499.0,Expense,INR
2025-05-13,Credit Card,Apparel,Footwear,Festival shopping,4020.61,Expense,INR
2025-03-10,Debit Card,Self-development,Self-development,Online course,2142.57,Expense,INR
2025-01-31,Cash,subscription,Spotify,Lunch at cafe,179.0,Expense,INR
2025-01-04,UPI,Transportation,auto,UPI transfer,4600.29,Expense,INR
2025-03-23,UPI,Food,Grocery,Online course,602.09,Expense,INR
2025-01-04,Credit Card,Investment,Mutual fund,Bought groceries,4471.09,Expense,INR
2025-06-13,Credit Card,Money transfer,Money transfer,Online course,4755.83,Income,INR
2025-02-04,Netbanking,subscription,Amazon Prime,Movie night,1499.0,Expense,INR
2025-05-26,Debit Card,Grooming,Saloon,Movie night,290.03,Expense,INR
2025-05-23,Credit Card,Food,Grocery,Festival shopping,745.77,Expense,INR
2025-05-24,UPI,Public Provident Fund,Public Provident Fund,UPI transfer,4679.58,Expense,INR
2025-01-14,Credit Card,Food,Dinner,Bought groceries,1889.53,Expense,INR
2025-03-24,UPI,Household,Kirana,Festival shopping,955.53,Expense,INR
2025-02-06,Credit Card,Tourism,Trip,Medical bill,2016.75,Expense,INR
2025-03-02,Cash,Culture,Movie,Online course,2283.87,Expense,INR
2025-02-18,Credit Card,Transportation,auto,Bought groceries,1846.9,Expense,INR
2025-04-24,Debit Card,subscription,Tata Sky,Movie night,443.24,Expense,INR
2025-03-05,Netbanking,Food,Grocery,Festival shopping,1116.56,Expense,INR
2025-01-21,Debit Card,Recurring Deposit,Recurring Deposit,Movie night,3194.38,Expense,INR
2025-04-03,Debit Card,Social Life,Leisure,Bought groceries,2575.74,Expense,INR
2025-03-22,Cash,Self-development,Self-development,Festival shopping,1224.91,Expense,INR
2025-03-09,Credit Card,Self-development,Self-development,Train ticket,2675.09,Expense,INR
2024-12-28,UPI,subscription,Spotify,Movie night,149.0,Expense,INR
2025-06-13,Netbanking,Family,Pocket money,Subscription renewal,4457.86,Expense,INR
2025-03-08,Debit Card,subscription,Netflix,Medical bill,499.0,Expense,INR
2025-04-03,UPI,Other,Donation,Train ticket,2149.55,Expense,INR
2025-05-09,Cash,Rent,Rent,Lunch at cafe,384.25,Expense,INR
2025-06-01,Credit Card,subscription,Netflix,Lunch at cafe,199.0,Income,INR
2025-05-13,Credit Card,Other,Donation,Movie night,3875.81,Expense,INR
2025-04-13,UPI,subscription,Edtech Course,Paid bill,1936.48,Expense,INR
2025-02-21,UPI,Culture,Movie,UPI transfer,605.45,Expense,INR
2025-04-29,Credit Card,Household,Kirana,Paid bill,4220.87,Expense,INR
2025-02-11,Netbanking,Rent,Rent,Bought groceries,897.18,Expense,INR
2025-04-14,Netbanking,Food,snacks,Movie night,52.54,Expense,INR
2025-01-15,UPI,Money transfer,Money transfer,Festival shopping,4470.28,Expense,INR
2025-05-23,Cash,Family,Pocket money,Online course,1712.19,Expense,INR
2025-03-07,UPI,Health,Medicine,Festival shopping,2343.07,Expense,INR
2025-01-07,Netbanking,water (jar /tanker),water (jar /tanker),Festival shopping,95.61,Expense,INR
2025-05-28,UPI,Culture,Movie,Festival shopping,4703.18,Expense,INR
2025-03-24,Credit Card,Family,Pocket money,Online course,3704.89,Expense,INR
2025-03-12,Credit Card,Festivals,Diwali,Bought groceries,4935.51,Expense,INR
2025-05-31,Debit Card,Health,Medicine,Lunch at cafe,2312.63,Expense,INR
2025-06-01,Credit Card,subscription,Airtel,Bought groceries,520.27,Expense,INR
2025-04-27,Netbanking,Transportation,Taxi,Movie night,4082.58,Expense,INR
2025-03-13,Netbanking,Self-development,Self-development,Online course,1282.04,Expense,INR
2025-06-21,Debit Card,Food,Grocery,Bought groceries,2947.19,Expense,INR
2025-03-26,Credit Card,Household,Appliances,Lunch at cafe,4062.6,Expense,INR
2025-01-29,Cash,Social Life,Leisure,Movie night,4602.21,Expense,INR
2025-01-15,Netbanking,Festivals,Diwali,Festival shopping,2492.18,Expense,INR
2025-06-04,UPI,Festivals,Holi,Lunch at cafe,849.92,Expense,INR
2025-04-26,Debit Card,Festivals,Holi,Movie night,3150.0,Expense,INR
2025-03-15,UPI,Tourism,Trip,Medical bill,2666.14,Expense,INR
2025-05-08,Credit Card,Transportation,auto,Festival shopping,1179.41,Expense,INR
2025-05-19,UPI,Festivals,Holi,Movie night,791.39,Expense,INR
2025-04-29,Debit Card,Grooming,Saloon,Festival shopping,2426.7,Expense,INR
2025-04-09,Cash,Household,Kirana,Online course,2749.43,Expense,INR
2025-06-08,Credit Card,subscription,Edtech Course,Bought groceries,1146.39,Expense,INR
2025-03-19,UPI,subscription,Netflix,Lunch at cafe,149.0,Expense,INR
2025-02-17,UPI,subscription,Airtel,Lunch at cafe,4556.54,Expense,INR
2025-01-29,Cash,Self-development,Self-development,Online course,4328.3,Expense,INR
2025-06-11,Debit Card,Recurring Deposit,Recurring Deposit,Subscription renewal,4543.24,Expense,INR
2025-04-19,Debit Card,subscription,Amazon Prime,Medical bill,1499.0,Expense,INR
2025-06-10,Credit Card,Self-development,Self-development,Online course,4707.03,Expense,INR
2025-04-07,UPI,Self-development,Self-development,Online course,1692.33,Expense,INR
2025-05-18,Netbanking,Public Provident Fund,Public Provident Fund,Subscription renewal,3913.02,Expense,INR
2025-06-22,Debit Card,Investment,Mutual fund,Train ticket,2153.9,Expense,INR
2025-05-23,Netbanking,Festivals,Holi,Medical bill,3927.3,Expense,INR
2025-05-17,Debit Card,Gift,Gift,Medical bill,1749.69,Expense,INR
2025-04-14,Debit Card,Food,Grocery,Online course,2810.37,Expense,INR
2025-06-03,UPI,Other,Donation,Paid bill,3216.62,Expense,INR
2025-03-03,Credit Card,Food,Dinner,Lunch at cafe,2793.84,Expense,INR
2025-04-23,Credit Card,Beauty,grooming,UPI transfer,805.28,Income,INR
2025-04-30,Credit Card,Health,Medicine,Medical bill,1584.26,Expense,INR
2025-05-14,UPI,Food,Lunch,Train ticket,4958.55,Expense,INR
2025-02-21,Netbanking,Tourism,Trip,Train ticket,3902.48,Expense,INR
2025-01-07,Netbanking,Investment,Mutual fund,Lunch at cafe,4709.72,Expense,INR
2025-06-03,Cash,Social Life,Leisure,Movie night,925.89,Expense,INR
2025-05-03,Netbanking,Beauty,grooming,UPI transfer,4087.68,Expense,INR
2025-06-22,UPI,Other,Donation,Subscription renewal,734.59,Expense,INR
2025-04-17,Credit Card,Transportation,auto,Bought groceries,1292.65,Expense,INR
2025-01-12,Credit Card,Household,Appliances,Subscription renewal,1586.56,Expense,INR
2025-03-16,UPI,Education,Stationary,Medical bill,698.07,Expense,INR
2025-05-18,Cash,Food,Grocery,Subscription renewal,2181.69,Expense,INR
2025-05-01,UPI,Beauty,grooming,UPI transfer,4864.22,Expense,INR
2025-02-28,Credit Card,Recurring Deposit,Recurring Deposit,Lunch at cafe,4210.65,Expense,INR
2025-02-20,Credit Card,subscription,Netflix,Online course,199.0,Expense,INR
2025-03-04,Credit Card,subscription,Netflix,Bought groceries,499.0,Expense,INR
2025-02-19,Cash,Culture,Movie,Lunch at cafe,4052.44,Expense,INR
2025-01-02,UPI,subscription,Netflix,UPI transfer,199.0,Expense,INR
2025-01-06,UPI,Food,Dinner,Lunch at cafe,1852.96,Expense,INR
