Date,Mode,Category,Subcategory,Note,Amount,Income/Expense,Currency,_id
2025-01-05,Cash,investment,Mutual fund,Movie night,568.16,Expense,INR,
2025-06-27 23:41:04,Cash,food,Sweets,,1000.0,Expense,INR,685edeb88b0cbb213aa84671
2024-12-26,UPI,family,Pocket money,Lunch at cafe,4816.04,Expense,INR,
2025-05-15,UPI,culture,Movie,UPI transfer,4597.92,Expense,INR,
2025-05-26,UPI,other,Donation,Subscription renewal,2894.94,Expense,INR,
2025-01-02,UPI,festivals,Holi,Paid bill,1619.25,Expense,INR,
2025-02-15,Cash,food,Lunch,Subscription renewal,1291.71,Expense,INR,
2025-01-16,Cash,gift,Gift,Movie night,3519.56,Expense,INR,
2025-04-05,Netbanking,subscription,Airtel,Online course,2520.23,Expense,INR,
4/5/2017,Saving Bank account 1,subscription,Mobile Service Provider,No daily limit plan ( 25 GB 30 days),296.0,Expense,INR,
2025-01-04,Cash,rent,Rent,Online course,1843.69,Expense,INR,
8/9/2017,Cash,food,flour mill,M D sure 4kg atta,196.0,Expense,INR,
2025-03-26,UPI,household,Appliances,Train ticket,3257.6,Expense,INR,
2024-12-31,Cash,grooming,Saloon,Bought groceries,2217.04,Income,INR,
9/5/2018,Cash,food,Biscuits,Toast packet,45.0,Expense,INR,
2025-02-09,Credit Card,money transfer,Money transfer,Medical bill,81.1,Expense,INR,
28/05/2017 19:16:01,Saving Bank account 1,food,breakfast,Medu vada 1 plate + dal vada 1,70.0,Expense,INR,
15/06/2018 21:19:39,Saving Bank account 1,subscription,Mobile Service Provider,Data booster pack,15.0,Expense,INR,
2025-05-11,UPI,festivals,Holi,Paid bill,3530.06,Income,INR,
27/02/2018 13:21:31,Cash,food,Lunch,5 chapati,30.0,Expense,INR,
10/10/2016,Saving Bank account 1,investment,RD,,1000.0,Expense,INR,
2025-03-15,Netbanking,rent,Rent,Paid bill,3738.62,Expense,INR,
21/01/2015 09:05:41,Cash,food,,shev,50.0,Expense,INR,
2025-03-04,Debit Card,subscription,DishTV,Movie night,3743.84,Expense,INR,
1/10/2017,Saving Bank account 1,subscription,Hotstar,3 months subscription Mobile,149.0,Expense,INR,
2025-02-02,Cash,transportation,Taxi,UPI transfer,1195.81,Expense,INR,
6/3/2018,Saving Bank account 1,education,Stationary,Xerox,4.0,Expense,INR,
2025-03-06,Debit Card,self-development,Self-development,Bought groceries,2313.27,Expense,INR,
6/3/2018,Cash,family,Pocket money,,50.0,Expense,INR,
23/01/2018 21:28:59,Credit Card,household,Kirana,Smart point,273.0,Expense,INR,
1/6/2015,Saving Bank account 1,cook,,,776.0,Expense,INR,
13/10/2016 14:23:49,Saving Bank account 1,family,misc,scratch guard ipad,249.0,Expense,INR,
2024-12-30,Cash,subscription,Edtech Course,Movie night,2121.04,Expense,INR,
30/03/2018 11:27:41,Cash,food,vegetables,Ginger + green chilli,20.0,Expense,INR,
12/9/2016,Saving Bank account 1,food,snacks,vanilla ice cream cups 2,20.0,Expense,INR,
2025-02-16,UPI,transportation,Train,Lunch at cafe,4388.11,Expense,INR,
2025-05-08,Cash,household,Kirana,Bought groceries,1964.22,Expense,INR,
2025-05-12,Credit Card,gift,Gift,Lunch at cafe,591.44,Expense,INR,
2025-02-11,Cash,family,Pocket money,Subscription renewal,3010.74,Expense,INR,
2025-01-28,Debit Card,self-development,Self-development,Train ticket,4365.86,Expense,INR,
17/05/2016 21:59:19,Saving Bank account 1,investment,LIC,Life Insurance,11286.0,Expense,INR,
2025-02-26,Netbanking,self-development,Self-development,Movie night,3174.93,Expense,INR,
2025-05-07,Credit Card,transportation,auto,Online course,914.41,Expense,INR,
2025-06-16,UPI,education,Stationary,Paid bill,4325.06,Expense,INR,
2025-01-30,Cash,subscription,Airtel,Online course,1208.3,Expense,INR,
2025-01-03,Cash,subscription,Amazon Prime,Bought groceries,599.0,Expense,INR,
2025-01-09,Debit Card,education,Stationary,Lunch at cafe,4435.55,Expense,INR,
2024-12-31,Credit Card,water (jar /tanker),water (jar /tanker),Train ticket,4761.29,Expense,INR,
2025-05-26,Debit Card,investment,Mutual fund,Subscription renewal,1279.54,Expense,INR,
2025-05-03,Netbanking,other,Donation,Medical bill,1116.93,Expense,INR,
2025-04-18,Debit Card,family,Pocket money,UPI transfer,3668.59,Expense,INR,
11/1/2017,Saving Bank account 1,health,Medicine,adulsa ( tonic for cough ),90.0,Expense,INR,
2025-02-06,Netbanking,food,Lunch,UPI transfer,3312.02,Expense,INR,
2025-05-28,Credit Card,food,Dinner,UPI transfer,4971.85,Expense,INR,
6/4/2018,Saving Bank account 1,money transfer,Home,,24500.0,Expense,INR,
24/06/2017 09:11:16,Saving Bank account 1,food,Milk,milk 1lit ,64.0,Expense,INR,
15/04/2016 07:04:48,Saving Bank account 1,subscription,Mobile Service Provider,,251.0,Expense,INR,
5/4/2018,Cash,food,Milk,milk 1lit ,72.0,Expense,INR,
2025-01-03,Debit Card,investment,Mutual fund,Online course,3109.68,Expense,INR,
21/09/2017 12:45:28,Cash,food,snacks,Vadapav,15.0,Expense,INR,
2025-01-22,UPI,transportation,Train,UPI transfer,3737.53,Expense,INR,
2025-03-21,Netbanking,family,Pocket money,Lunch at cafe,2932.06,Expense,INR,
2025-02-09,Debit Card,household,Appliances,Movie night,2388.27,Expense,INR,
2025-05-14,Netbanking,subscription,Netflix,Medical bill,199.0,Expense,INR,
2025-02-15,Cash,subscription,Airtel,Train ticket,961.64,Expense,INR,
2025-04-17,Cash,food,Lunch,Bought groceries,2943.99,Expense,INR,
2025-01-31,Cash,subscription,Spotify,Lunch at cafe,179.0,Expense,INR,
2025-02-17,Cash,public provident fund,Public Provident Fund,Movie night,4869.25,Expense,INR,
2025-04-18,Credit Card,water (jar /tanker),water (jar /tanker),Festival shopping,3483.7,Expense,INR,
2025-06-27 23:41:04,Cash,food,Sweets,,1000.0,Expense,INR,685edeb88b0cbb213aa84671
2025-02-20,UPI,social life,Leisure,Bought groceries,3138.25,Expense,INR,
2025-01-01,UPI,food,Milk,Online course,2593.98,Expense,INR,
4/7/2018,Cash,family,Pocket money,,350.0,Expense,INR,
6/7/2015,Saving Bank account 1,investment,Mutual fund,ICICI prudential,1000.0,Expense,INR,
2025-04-16,Cash,investment,Mutual fund,Subscription renewal,3595.18,Expense,INR,
2025-02-23,Cash,food,Dinner,Online course,3661.62,Expense,INR,
30/04/2018 09:48:34,Cash,food,Biscuits,Toast packet,45.0,Expense,INR,
2025-03-25,Cash,transportation,Taxi,Subscription renewal,4924.58,Expense,INR,
2025-06-21,Debit Card,food,Grocery,Bought groceries,2947.19,Expense,INR,
2025-03-27,Credit Card,festivals,Holi,Paid bill,3278.13,Expense,INR,
2025-04-01,Credit Card,water (jar /tanker),water (jar /tanker),Train ticket,2052.81,Expense,INR,
2025-03-07,UPI,gift,Gift,Bought groceries,4931.29,Expense,INR,
2025-02-18,Netbanking,food,snacks,Movie night,2210.85,Expense,INR,
2025-01-19,UPI,food,Dinner,Subscription renewal,3187.13,Expense,INR,
2025-05-17,Cash,health,Medicine,Subscription renewal,2534.6,Expense,INR,
2025-05-12,Credit Card,other,Donation,Subscription renewal,3470.94,Expense,INR,
2025-04-20,Debit Card,subscription,Amazon Prime,Movie night,599.0,Expense,INR,
2025-02-07,UPI,subscription,DishTV,Online course,1500.41,Expense,INR,
2025-03-16,Netbanking,transportation,auto,Movie night,586.98,Expense,INR,
2025-03-26,Debit Card,food,snacks,Bought groceries,1674.66,Expense,INR,
11/2/2017,Cash,food,snacks,single pav vada,10.0,Expense,INR,
2025-01-13,Netbanking,subscription,DishTV,Lunch at cafe,1930.9,Expense,INR,
2025-04-04,Cash,money transfer,Money transfer,UPI transfer,635.57,Expense,INR,
2025-05-07,Netbanking,food,Milk,Lunch at cafe,2741.6,Expense,INR,
2025-06-17,Debit Card,household,Kirana,Online course,1634.11,Expense,INR,
2025-05-04,Netbanking,money transfer,Money transfer,UPI transfer,4666.05,Expense,INR,
1/5/2017,Saving Bank account 1,food,flour mill,M D sure 1kg atta,47.0,Expense,INR,
2025-04-07,Netbanking,self-development,Self-development,Bought groceries,4758.8,Expense,INR,
12/5/2017,Cash,food,Tea,,10.0,Expense,INR,
2025-06-02,Credit Card,money transfer,Money transfer,Subscription renewal,2642.39,Expense,INR,
2025-01-15,Credit Card,education,Stationary,Online course,2879.34,Income,INR,
1/8/2018,Saving Bank account 1,public provident fund,,,12500.0,Transfer-Out,INR,
2025-06-21,Netbanking,subscription,Netflix,Bought groceries,149.0,Income,INR,
2025-06-19,Netbanking,rent,Rent,Bought groceries,2389.24,Expense,INR,
2025-02-24,Netbanking,transportation,Taxi,Festival shopping,3317.17,Expense,INR,
2025-04-24,Netbanking,water (jar /tanker),water (jar /tanker),Paid bill,2163.79,Expense,INR,
2025-04-04,Debit Card,festivals,Holi,Lunch at cafe,1074.77,Expense,INR,
5/10/2016,Saving Bank account 1,investment,RD,,1000.0,Expense,INR,
2025-05-09,Cash,subscription,DishTV,Online course,2136.87,Expense,INR,
22/05/2017 09:55:12,Saving Bank account 1,food,beverage,Coke 750ml,40.0,Expense,INR,
2025-05-09,Cash,recurring deposit,Recurring Deposit,Subscription renewal,4042.39,Expense,INR,
2025-01-16,Netbanking,transportation,Train,Subscription renewal,3224.3,Expense,INR,
10/8/2015,Saving Bank account 1,investment,Mutual fund, mutual fund,1000.0,Expense,INR,
2025-05-06,Credit Card,education,Stationary,Paid bill,4925.49,Expense,INR,
24/04/2017 23:51:40,Saving Bank account 1,other,,Family's Wristwatch repair,170.0,Expense,INR,
1/6/2017,Saving Bank account 1,public provident fund,,,10000.0,Transfer-Out,INR,
2025-05-30,Netbanking,education,Stationary,Movie night,3264.68,Expense,INR,
29/01/2017 20:19:46,Cash,food,snacks,cheese chilli toast sandwich 1,60.0,Expense,INR,
17/02/2018 23:10:32,Credit Card,family,clothes,,3598.0,Expense,INR,
2025-02-17,Cash,food,Dinner,Festival shopping,593.39,Expense,INR,
2025-04-16,UPI,beauty,grooming,UPI transfer,1120.29,Expense,INR,
2025-04-07,Cash,education,Stationary,Online course,3134.62,Expense,INR,
2025-04-14,Debit Card,health,Medicine,UPI transfer,829.48,Expense,INR,
2025-06-06,UPI,transportation,auto,Movie night,4337.54,Expense,INR,
26/07/2017 19:31:06,Saving Bank account 1,tax refund,,,19350.0,Income,INR,
29/08/2016 10:48:20,Saving Bank account 1,household,Toiletries,lizol,98.0,Expense,INR,
28/09/2015 10:52:49,Cash,health,Health,2 n95 masks,300.0,Expense,INR,
2025-01-16,Cash,money transfer,Money transfer,Movie night,420.0,Expense,INR,
2025-02-27,Cash,apparel,Clothing,Train ticket,3208.27,Expense,INR,
5/2/2018,Saving Bank account 1,food,Grocery,Raw chicken half kg,220.0,Expense,INR,
2024-12-31,UPI,self-development,Self-development,Festival shopping,3925.78,Expense,INR,
2025-06-04,Debit Card,food,Grocery,Train ticket,169.64,Expense,INR,
2025-06-17,UPI,subscription,Tata Sky,Lunch at cafe,1356.41,Expense,INR,
2024-12-28,Netbanking,household,Kirana,Lunch at cafe,2251.46,Expense,INR,
2025-02-24,UPI,public provident fund,Public Provident Fund,Bought groceries,4763.53,Expense,INR,
2025-04-21,Cash,household,Appliances,Train ticket,860.42,Expense,INR,
2025-01-18,Cash,apparel,Footwear,Medical bill,1793.37,Expense,INR,
2025-06-05,Netbanking,other,Donation,Festival shopping,4719.84,Expense,INR,
2025-01-26,Cash,rent,Rent,Lunch at cafe,887.83,Expense,INR,
13/06/2017 20:06:49,Saving Bank account 1,food,Milk,milk 1lit ,64.0,Expense,INR,
2025-03-27,Cash,transportation,Taxi,Medical bill,4991.53,Expense,INR,
6/2/2017,Cash,food,Grocery,vegetables,195.0,Expense,INR,
2025-03-07,Netbanking,festivals,Holi,Paid bill,3262.13,Expense,INR,
19/11/2016 11:58:28,Cash,transportation,Bus,bus - brc to Place H ( 27/person),54.0,Expense,INR,
2025-02-06,Credit Card,subscription,Airtel,UPI transfer,2575.3,Expense,INR,
2025-03-31,Netbanking,public provident fund,Public Provident Fund,Movie night,982.83,Expense,INR,
24/02/2015 22:10:01,Cash,food,Grocery,vegetable,160.0,Expense,INR,
2025-04-19,Cash,education,Stationary,Lunch at cafe,3664.95,Expense,INR,
3/3/2015,Cash,water (jar /tanker),,water jar,108.0,Expense,INR,
2025-03-18,Debit Card,food,snacks,UPI transfer,3790.77,Expense,INR,
2025-04-24,Netbanking,transportation,Train,Train ticket,143.81,Expense,INR,
2024-12-30,Debit Card,health,Medicine,Paid bill,1403.4,Expense,INR,
14/11/2017 20:19:17,Saving Bank account 1,food,Grocery,vegetables,160.0,Expense,INR,
2025-06-17,Cash,social life,Leisure,Online course,3534.08,Expense,INR,
10/5/2017,Saving Bank account 1,food,breakfast,Tea + 2 kachori,34.0,Expense,INR,
21/12/2016 21:57:01,Saving Bank account 1,family,clothes,sweater,1874.0,Expense,INR,
6/11/2017,Cash,food,Eggs,6 eggs,39.0,Expense,INR,
2025-03-01,Debit Card,subscription,Airtel,Bought groceries,2192.54,Expense,INR,
10/3/2015,Saving Bank account 1,transportation,train,train - brc to ddr cancellation charges,11.8,Expense,INR,
17/07/2017 16:21:41,Credit Card,food,Lunch,1 dal makhani rice(200)+ 1 chicken tikka rice(220)+chocolate pastry (120),540.0,Expense,INR,
5/3/2017,Cash,transportation,auto,Current Residence to Place 0,30.0,Expense,INR,
24/07/2017 10:03:43,Saving Bank account 1,food,Milk,milk 1lit ,64.0,Expense,INR,
27/03/2017 21:25:32,Saving Bank account 1,household,Appliances,USB cord,260.0,Expense,INR,
2025-05-05,Credit Card,recurring deposit,Recurring Deposit,Subscription renewal,2755.38,Expense,INR,
11/9/2017,Saving Bank account 1,food,snacks,Idli 4 pcs + kachori 4 pcs,93.0,Expense,INR,
2025-06-01,Credit Card,tourism,Trip,Lunch at cafe,2489.01,Expense,INR,
9/12/2016,Saving Bank account 1,subscription,Mobile Service Provider,Mobile Service Provider recharge wfh,301.0,Expense,INR,
2025-03-02,Credit Card,investment,Mutual fund,Train ticket,1313.53,Expense,INR,
2025-04-08,Debit Card,subscription,Amazon Prime,UPI transfer,1499.0,Expense,INR,
2025-06-17,Netbanking,tourism,Trip,Subscription renewal,1597.73,Expense,INR,
2025-02-08,Cash,recurring deposit,Recurring Deposit,Train ticket,4500.95,Expense,INR,
2025-03-14,Credit Card,subscription,Airtel,Train ticket,4406.28,Expense,INR,
2025-02-12,UPI,subscription,DishTV,Train ticket,3265.81,Expense,INR,
2025-03-14,Credit Card,food,snacks,Paid bill,808.19,Expense,INR,
2025-06-16,UPI,food,Lunch,Lunch at cafe,3732.41,Expense,INR,
2025-04-29,Cash,apparel,Clothing,Train ticket,1029.38,Expense,INR,
2025-05-16,UPI,beauty,grooming,Train ticket,1105.5,Expense,INR,
1/5/2017,Saving Bank account 1,food,Dinner,2 Fried rice,321.0,Expense,INR,
2025-01-25,Cash,investment,Mutual fund,Paid bill,2698.16,Expense,INR,
2025-04-08,Netbanking,gift,Gift,Train ticket,3887.36,Expense,INR,
2025-05-13,UPI,household,Kirana,Bought groceries,4083.42,Expense,INR,
2025-02-09,Debit Card,beauty,grooming,Online course,2008.13,Expense,INR,
2025-06-10,Debit Card,transportation,Taxi,Train ticket,4251.84,Expense,INR,
2024-12-31,UPI,household,Kirana,Medical bill,4606.74,Expense,INR,
2025-03-12,Credit Card,culture,Movie,Movie night,1170.2,Expense,INR,
2025-01-07,Cash,food,Milk,Bought groceries,2393.73,Expense,INR,
1/1/2018,Saving Bank account 1,public provident fund,,,10000.0,Transfer-Out,INR,
2025-04-12,Netbanking,other,Donation,Subscription renewal,1228.94,Expense,INR,
28/07/2017 11:30:45,Cash,transportation,auto,2 Current Residence to Place 0,30.0,Expense,INR,
2025-06-14,Cash,transportation,auto,Train ticket,2007.01,Expense,INR,
2024-12-25,Netbanking,household,Kirana,Lunch at cafe,2049.22,Expense,INR,
9/1/2015,Cash,other,,participation fee - corporate cricket league,650.0,Expense,INR,
2025-02-18,Netbanking,festivals,Holi,Lunch at cafe,3654.43,Expense,INR,
7/7/2018,Cash,transportation,Train,Place 4 to Place 0,10.0,Expense,INR,
2025-04-24,Debit Card,health,Medicine,Train ticket,4084.71,Expense,INR,
2025-05-28,Netbanking,subscription,Spotify,Movie night,119.0,Expense,INR,
2025-05-12,Netbanking,culture,Movie,Train ticket,1662.89,Expense,INR,
2025-03-21,Credit Card,subscription,Netflix,Online course,649.0,Expense,INR,
18/01/2018 21:57:46,Saving Bank account 1,transportation,Bike,Two Wheeler Bikedelux second installment,50000.0,Expense,INR,
2025-02-11,Debit Card,social life,Leisure,Online course,2887.23,Expense,INR,
2025-02-25,UPI,subscription,DishTV,Festival shopping,3985.64,Expense,INR,
2025-05-07,Debit Card,transportation,Train,Medical bill,4928.46,Expense,INR,
2025-04-26,Cash,grooming,Saloon,Medical bill,2631.24,Expense,INR,
15/04/2018 14:40:08,Cash,transportation,Bike,Station Parking,10.0,Expense,INR,
4/4/2017,Saving Bank account 1,food,Ice cream,chocobar (25)+ chocolate cup (20),45.0,Expense,INR,
2025-06-04,Debit Card,culture,Movie,Bought groceries,1596.86,Expense,INR,
2025-01-08,Cash,culture,Movie,Bought groceries,2628.27,Expense,INR,
15/02/2018 19:47:54,Saving Bank account 1,food,Grocery,Half kg tomato + methi 1 judi,30.0,Expense,INR,
2025-01-30,Debit Card,public provident fund,Public Provident Fund,Festival shopping,4276.19,Expense,INR,
14/01/2018 15:21:39,Credit Card,apparel,Clothing,Head band,199.0,Expense,INR,
2025-03-03,Debit Card,subscription,Edtech Course,Train ticket,2690.22,Expense,INR,
2025-06-18,Netbanking,health,Medicine,Train ticket,2267.48,Expense,INR,
2025-04-01,UPI,social life,Leisure,Lunch at cafe,702.36,Expense,INR,
2025-01-22,Cash,social life,Leisure,Online course,4538.27,Expense,INR,
2025-06-16,UPI,culture,Movie,Train ticket,4915.84,Expense,INR,
2025-01-20,UPI,household,Kirana,Train ticket,1181.4,Expense,INR,
2025-05-21,Debit Card,other,Donation,Subscription renewal,2597.91,Expense,INR,
2025-04-15,Netbanking,festivals,Holi,Paid bill,2238.94,Expense,INR,
2025-04-30,Credit Card,household,Appliances,Online course,758.28,Expense,INR,
2025-04-10,Netbanking,public provident fund,Public Provident Fund,Festival shopping,2496.68,Expense,INR,
2025-04-07,Netbanking,health,Medicine,UPI transfer,4483.69,Expense,INR,
2025-04-25,Netbanking,food,Grocery,Online course,1473.24,Expense,INR,
2025-05-21,Debit Card,family,Pocket money,Online course,1294.07,Expense,INR,
16/01/2017 16:02:53,Cash,transportation,auto,GHroad to Permanent Residence,40.0,Expense,INR,
2025-03-26,UPI,money transfer,Money transfer,Festival shopping,2280.43,Expense,INR,
2025-01-05,Credit Card,festivals,Holi,Bought groceries,4303.84,Expense,INR,
2025-02-23,Debit Card,transportation,auto,Festival shopping,1406.11,Expense,INR,
2025-04-21,Cash,tourism,Trip,Medical bill,2088.83,Expense,INR,
2025-03-15,Cash,food,Milk,Train ticket,4708.84,Expense,INR,
2025-06-21,Credit Card,culture,Movie,UPI transfer,2899.23,Expense,INR,
25/02/2017 20:39:26,Saving Bank account 1,food,Dinner,veg paneer tikka 4 roti,318.0,Expense,INR,
2025-02-16,Cash,household,Appliances,Lunch at cafe,585.86,Expense,INR,
2025-01-12,UPI,other,Donation,Festival shopping,2416.51,Income,INR,
2025-05-23,Cash,food,Milk,Train ticket,2210.32,Income,INR,
24/09/2017 21:05:24,Cash,transportation,Train,Place 0 to WS return,10.0,Expense,INR,
2025-04-20,Netbanking,money transfer,Money transfer,Paid bill,1005.58,Expense,INR,
2025-04-18,Credit Card,family,Pocket money,Bought groceries,2921.6,Expense,INR,
19/12/2017 17:53:14,Share Market Trading,saving bank account 1,,Fund Withdrawal,108.96,Transfer-Out,INR,
20/03/2016 12:05:13,Cash,other,,print out,5.0,Expense,INR,
1/9/2017,Saving Bank account 1,public provident fund,,,10000.0,Transfer-Out,INR,
2025-04-17,Netbanking,social life,Leisure,Bought groceries,4417.72,Expense,INR,
20/09/2018 12:03:15,Cash,food,snacks,Idli medu Vada mix 2 plates,60.0,Expense,INR,
2025-05-04,Credit Card,family,Pocket money,Movie night,2344.54,Expense,INR,
13/06/2018,Saving Bank account 1,small cap fund 2,,,5000.0,Transfer-Out,INR,
1/3/2018,Saving Bank account 1,public provident fund,,,10000.0,Transfer-Out,INR,
28/07/2018 21:30:49,Cash,food,vegetables,,195.0,Expense,INR,
2025-05-16,Cash,culture,Movie,Train ticket,861.99,Expense,INR,
5/8/2018,Cash,food,Tea,cutting chai,10.0,Expense,INR,
2025-03-22,Cash,social life,Leisure,Online course,400.93,Expense,INR,
2025-01-30,Netbanking,household,Appliances,Online course,4743.28,Expense,INR,
2024-12-26,UPI,money transfer,Money transfer,Train ticket,4654.23,Expense,INR,
2025-01-14,Netbanking,tourism,Trip,Festival shopping,1970.67,Expense,INR,
2025-04-19,Netbanking,festivals,Diwali,UPI transfer,3016.27,Expense,INR,
2025-06-08,Debit Card,rent,Rent,Paid bill,1827.47,Expense,INR,
2025-04-21,Debit Card,apparel,Footwear,Train ticket,4981.57,Expense,INR,
2025-04-06,Netbanking,subscription,DishTV,Lunch at cafe,2418.82,Expense,INR,
2025-04-06,Cash,public provident fund,Public Provident Fund,UPI transfer,2987.49,Expense,INR,
2025-02-04,Credit Card,food,snacks,Online course,1150.87,Expense,INR,
2025-02-19,Credit Card,water (jar /tanker),water (jar /tanker),Paid bill,4450.44,Expense,INR,
2025-03-05,Netbanking,subscription,DishTV,Online course,1896.47,Expense,INR,
2025-03-18,UPI,beauty,grooming,Subscription renewal,672.66,Expense,INR,
1/5/2017,Cash,transportation,auto,2 Place 0 to Current Residence,30.0,Expense,INR,
2025-04-18,Credit Card,subscription,Netflix,Lunch at cafe,149.0,Expense,INR,
2025-03-29,Debit Card,food,Grocery,Medical bill,230.17,Expense,INR,
2025-05-30,Debit Card,subscription,Edtech Course,Online course,4832.94,Expense,INR,
8/9/2016,Cash,food,Grocery,bread,20.0,Expense,INR,
2025-04-13,Cash,subscription,Netflix,Movie night,649.0,Expense,INR,
2025-02-28,Credit Card,food,Milk,Train ticket,2535.31,Expense,INR,
2025-06-12,Netbanking,family,Pocket money,Lunch at cafe,3106.14,Expense,INR,
7/10/2017,Saving Bank account 1,equity mutual fund e,,,1000.0,Transfer-Out,INR,
2025-03-20,Debit Card,food,Milk,UPI transfer,1892.5,Expense,INR,
1/7/2017,Saving Bank account 1,recurring deposit,,,1000.0,Transfer-Out,INR,
2025-01-14,Debit Card,beauty,grooming,Festival shopping,4172.74,Expense,INR,
2025-03-06,Cash,subscription,Edtech Course,Train ticket,2396.36,Expense,INR,
2025-01-01,Cash,money transfer,Money transfer,Subscription renewal,1145.01,Income,INR,
27/10/2016 13:57:56,Saving Bank account 1,family,gift,Undated Planner - June shop,1119.2,Expense,INR,
23/02/2015 15:43:13,Credit Card,transportation,train,to and fro Mum to BRC,526.0,Expense,INR,
2025-02-22,Debit Card,food,Grocery,Medical bill,651.32,Expense,INR,
2025-05-11,UPI,subscription,DishTV,Movie night,1981.94,Expense,INR,
27/01/2018 09:57:14,Saving Bank account 1,share market,,,30000.0,Transfer-Out,INR,
2025-05-17,UPI,apparel,Clothing,Paid bill,2320.91,Expense,INR,
30/04/2018 06:32:57,Cash,gift,,To Family,500.0,Expense,INR,
2025-05-07,UPI,subscription,Edtech Course,Paid bill,1832.75,Expense,INR,
2025-03-19,Netbanking,food,Dinner,Online course,1916.01,Expense,INR,
2024-12-28,Cash,money transfer,Money transfer,UPI transfer,3579.38,Expense,INR,
2025-06-17,Credit Card,transportation,auto,Lunch at cafe,1703.04,Expense,INR,
2024-12-25,UPI,public provident fund,Public Provident Fund,Paid bill,1942.03,Expense,INR,
2025-03-07,UPI,household,Appliances,Movie night,4248.51,Income,INR,
2025-03-30,UPI,social life,Leisure,Bought groceries,722.04,Expense,INR,
2025-02-09,Debit Card,apparel,Footwear,UPI transfer,202.34,Expense,INR,
2025-06-17,Debit Card,gift,Gift,Bought groceries,1581.94,Expense,INR,
15/05/2017 19:28:42,Cash,food,Dinner,Veg cheese grill sandwich,100.0,Expense,INR,
5/1/2017,Cash,food,Milk,milk 0.5 lit ,31.0,Expense,INR,
20/07/2018 19:59:46,Cash,food,Ice cream,chocobar,20.0,Expense,INR,
2025-01-09,Debit Card,apparel,Clothing,Festival shopping,2095.23,Expense,INR,
9/5/2018,Cash,subscription,Newspaper,Mata + TOI + ET,12.0,Expense,INR,
2/5/2018,Saving Bank account 1,food,fruits,Mango 1.5 kg,280.0,Expense,INR,
2025-05-24,Debit Card,water (jar /tanker),water (jar /tanker),UPI transfer,2692.1,Expense,INR,
2025-02-02,Cash,subscription,Airtel,Movie night,1413.46,Expense,INR,
2025-01-17,Netbanking,subscription,Amazon Prime,Bought groceries,599.0,Expense,INR,
2025-04-12,UPI,recurring deposit,Recurring Deposit,Train ticket,3170.04,Expense,INR,
2025-06-12,Cash,subscription,Spotify,Festival shopping,25.0,Expense,INR,
2025-05-27,Cash,subscription,Netflix,Medical bill,649.0,Expense,INR,
2024-12-29,Netbanking,transportation,Taxi,Paid bill,3611.65,Expense,INR,
2025-04-21,Credit Card,money transfer,Money transfer,Subscription renewal,614.1,Expense,INR,
2025-04-08,Netbanking,other,Donation,Subscription renewal,333.72,Expense,INR,
2025-01-27,Netbanking,education,Stationary,Medical bill,2196.84,Expense,INR,
2025-04-04,Cash,subscription,Airtel,Bought groceries,2361.05,Expense,INR,
2025-03-18,Cash,recurring deposit,Recurring Deposit,Festival shopping,4144.11,Expense,INR,
22/08/2017 16:11:00,Cash,household,Kitchen,Mahanagar Gas connection installation,300.0,Expense,INR,
2025-06-18,UPI,household,Kirana,Paid bill,3153.3,Expense,INR,
2025-06-20,Netbanking,social life,Leisure,Train ticket,4223.96,Expense,INR,
2025-04-11,Cash,festivals,Holi,Paid bill,2199.91,Expense,INR,
2025-02-12,Credit Card,education,Stationary,Paid bill,3123.25,Expense,INR,
2025-01-01,Cash,food,snacks,Paid bill,3656.26,Expense,INR,
2025-06-22,Credit Card,tourism,Trip,Bought groceries,2450.56,Expense,INR,
2024-12-26,Cash,apparel,Clothing,Bought groceries,3549.5,Expense,INR,
2025-05-12,Debit Card,other,Donation,Subscription renewal,3474.67,Expense,INR,
2025-01-13,UPI,water (jar /tanker),water (jar /tanker),Train ticket,4807.5,Expense,INR,
2025-06-21,UPI,tourism,Trip,Bought groceries,781.07,Expense,INR,
2025-03-20,Netbanking,apparel,Clothing,Bought groceries,2095.93,Expense,INR,
2025-06-07,UPI,water (jar /tanker),water (jar /tanker),Festival shopping,1103.79,Expense,INR,
2025-06-23,Debit Card,culture,Movie,Online course,2050.18,Expense,INR,
16/05/2017 19:10:09,Cash,food,Tea,,10.0,Expense,INR,
2025-04-16,UPI,subscription,Airtel,Subscription renewal,1549.59,Expense,INR,
2024-12-29,Debit Card,social life,Leisure,Online course,4499.79,Expense,INR,
2025-05-19,Debit Card,food,snacks,Lunch at cafe,850.68,Expense,INR,
21/05/2018 14:06:05,Cash,family,Pocket money,,140.0,Expense,INR,
8/8/2017,Saving Bank account 1,tourism,Trip,Tours and Travel,43000.0,Expense,INR,
2025-04-09,Debit Card,apparel,Clothing,Paid bill,2433.18,Expense,INR,
10/1/2016,Cash,household,Kitchen,chalk for ants,15.0,Expense,INR,
9/7/2017,Saving Bank account 1,transportation,Train,2 Place 0 to Place 3 returns,80.0,Expense,INR,
2025-04-11,Debit Card,money transfer,Money transfer,Medical bill,955.6,Expense,INR,
2025-02-27,Debit Card,festivals,Diwali,Medical bill,4393.57,Expense,INR,
2025-03-28,Netbanking,culture,Movie,Bought groceries,2353.3,Expense,INR,
